▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
神栖市役所／はさき生涯学習センター,314-0408,茨城県,神栖市,波崎9591,0479-44-0001,0299-90-1112,http://www.city.kamisu.ibaraki.jp/,市区町村機関,
神栖市役所／矢田部出張所,314-0343,茨城県,神栖市,土合本町3丁目9809-15,0479-48-0002,0299-90-1112,http://www.city.kamisu.ibaraki.jp/,市区町村機関,
神栖市／大野原コミュニティセンター,314-0144,茨城県,神栖市,大野原7丁目5-59,0299-93-0008,0299-90-1112,http://www.city.kamisu.ibaraki.jp/,市区町村機関,
auショップ神栖,314-0144,茨城県,神栖市,大野原3丁目388-18,0299-90-0011,0299-90-001,https://www.au.com/,電話・通信,
株式会社シーケルC-KEL鹿島支店,314-0144,茨城県,神栖市,大野原4丁目7-1,0299-91-0011,0299-93-8031,http://www.c-kel.com/,アウトソーシング,
株式会社井口不動産,314-0254,茨城県,神栖市,太田705-16,0479-46-0011,0479-46-3944,http://iguchifudousan.co.jp/,不動産,
古都の波,314-0112,茨城県,神栖市,知手中央2丁目4-30,0299-97-0013,N.A.,http://hokkai0013.web.fc2.com/,飲み屋,
神栖市役所／適応指導教室いきいきかみす,314-0116,茨城県,神栖市,奥野谷6405-1,0299-97-0014,0299-90-1112,http://www.city.kamisu.ibaraki.jp/,市区町村機関,
サンクス神栖堀割店,314-0135,茨城県,神栖市,堀割1丁目1-40,0299-91-0015,N.A.,http://www.circleksunkus.jp/,コンビニ・スーパー・デパート,
ガレージオオタ,314-0133,茨城県,神栖市,息栖2885-218,0299-90-0016,0299-94-3320,http://www.ag-ota.co.jp/,中古車・買取,
神栖市立／土合体育館,314-0342,茨城県,神栖市,土合北1丁目7-60,0479-48-0019,0299-90-1112,http://www.city.kamisu.ibaraki.jp/,スポーツ施設,
幸武不動産,314-0127,茨城県,神栖市,木崎2406-186,0299-90-0020,0299-90-0020,http://www.kobu-fudousan.jp/,不動産,
株式会社ワカマキ／臨海支店,314-0112,茨城県,神栖市,知手中央7丁目1-73,0299-97-0021,0299-97-0031,http://www.wakamaki.co.jp/,製造・加工（金属製品）,
元気寿司／神栖店,314-0144,茨城県,神栖市,大野原4丁目474-1,0299-90-0021,0299-90-0021,http://www.genkisushi.co.jp/,中華・中国料理,
あおの旅館,314-0408,茨城県,神栖市,波崎9102,0479-44-0023,0479-44-0020,http://www.resort-inn-aono.net/,旅館・民宿,
かみす動物病院,314-0144,茨城県,神栖市,大野原4丁目1718-2,0299-91-0027,0299-90-1112,http://www.city.kamisu.ibaraki.jp/,動物病院・獣医師,
割烹旅館かわたけ,314-0254,茨城県,神栖市,太田4151,0479-46-0027,0479-46-2366,http://www.kamisu-kanko.jp/,旅館・民宿,
鹿島物流株式会社本社,314-0111,茨城県,神栖市,南浜1-1,0299-95-0031,0299-95-0032,http://www.kb-k.co.jp/,引越,
EDホームプラザ,314-0143,茨城県,神栖市,神栖1丁目17-9,0299-93-0033,0229-92-5778,http://www.hautyu.com/,不動産,
エヌエスパソコンスクール,314-0254,茨城県,神栖市,太田523-27,0479-40-0033,N.A.,http://www.ns-group.co.jp/,資格,
茨城木工株式会社,314-0341,茨城県,神栖市,矢田部764-10,0479-48-0034,0479-48-1124,http://www.ibamoku.com/,製造・加工（その他）,
神栖市立／波崎第三中学校,314-0253,茨城県,神栖市,須田2340-1,0479-46-0042,N.A.,http://www.sopia.or.jp/,小・中・高・大学等,
さがみ典礼翠香苑,314-0408,茨城県,神栖市,波崎本新町8399,0479-44-0044,0479-44-0441,http://www.sagamitenrei.com/,葬儀,
株式会社田代鉄工所,314-0102,茨城県,神栖市,東和田25,0299-97-0045,N.A.,http://www.t-i-w.co.jp/,建設業・工務店,
株式会社玉田製作所,314-0341,茨城県,神栖市,矢田部3818,0479-48-0046,03-3835-2448,http://www.tamada-net.com/,製造・加工（化学・プラスチック）,
株式会社鴨安商店／新港工場,314-0407,茨城県,神栖市,波崎新港3-5,0479-44-0048,N.A.,http://www.kamoyasu.co.jp/,製造・加工（食料品）,
鈴嘉旅館,314-0254,茨城県,神栖市,太田129-23,0479-46-0050,0479-46-0061,http://www.kamisu-kanko.jp/,旅館・民宿,
ダイナム茨城神栖店,314-0143,茨城県,神栖市,神栖2丁目4998-6,0299-91-0056,03-3802-8564,http://www.dynam.jp/top/index.html,屋内遊戯,
神栖市立／波崎小学校,314-0408,茨城県,神栖市,波崎8759,0479-44-0059,0299-90-1112,http://www.city.kamisu.ibaraki.jp/,小・中・高・大学等,
阿部興業株式会社,314-0015,茨城県,神栖市,奥野谷5987-13,0299-95-0070,0299-97-0067,http://www.abekogyo.co.jp/,建設業・工務店,
愛宕倉庫株式会社鹿島臨海事業所,314-0103,茨城県,神栖市,東深芝23-18,0299-92-0075,03-3436-3465,http://www.atg-logi.co.jp/,引越,
三菱電機プラントエンジニアリング株式会社,314-0115,茨城県,神栖市,知手柳田620,0299-97-0077,0299-97-0193,http://www.mpec.co.jp/,建設業・工務店,
藤川伝導機株式会社,314-0144,茨城県,神栖市,大野原1丁目3番25号A,0299-90-0080,0299-90-0081,http://www.f-d.co.jp/,製造・加工（工作機械・一般機械器具）,
有限会社ジェイテックサービス,314-0146,茨城県,神栖市,平泉2123-28,0299-91-0095,0299-91-0090,http://www.jtech-s.com/,製造・加工（工作機械・一般機械器具）,
朝日森運輸株式会社,314-0116,茨城県,神栖市,奥野谷8149,0299-97-0097,0299-97-1197,http://www.asahimori.co.jp/,運送・貨物・倉庫,
サンクス神栖深芝南店,314-0142,茨城県,神栖市,深芝南1丁目15-9,0299-91-0098,N.A.,http://www.circleksunkus.jp/,コンビニ・スーパー・デパート,
株式会社トヨシマ,314-0142,茨城県,神栖市,深芝南2丁目1-8,0299-92-0100,0299-92-0160,https://www.ichinen-mtm.co.jp/,製造・加工（その他）,
関東地方整備局／霞ケ浦河川事務所／波崎出張所,314-0254,茨城県,神栖市,太田3109,0479-46-0101,N.A.,http://www.ktr.mlit.go.jp/,官公署,
茨城県警察本部／鹿嶋警察署／神之池地区交番,314-0127,茨城県,神栖市,木崎1203-3,0299-92-0110,N.A.,http://www.pref.ibaraki.jp/,消防・警察,
株式会社藤代工務店,314-0408,茨城県,神栖市,波崎2695,0479-44-0110,0299-97-2427,http://www.fujishiro-m.com/,総合・職別工事業,
アムレ神栖店,314-0144,茨城県,神栖市,大野原4丁目4-10,0299-92-0113,N.A.,http://www.amulet-japan.com/,ペットショップ,
ふくふく倶楽部,314-0254,茨城県,神栖市,太田523-17,0479-46-0116,0479-46-0821,http://www.ns-group.co.jp/,介護・福祉,
鹿島地方事務組合消防本部,314-0121,茨城県,神栖市,溝口4991-5,0299-96-0119,0299-92-1434,http://www.kcj.or.jp/,消防・警察,
鹿島地方事務組合消防本部／鹿島港消防署,314-0103,茨城県,神栖市,東深芝13,0299-92-0119,0299-92-1434,http://www.kcj.or.jp/,消防・警察,
鹿島地方事務組合消防本部／波崎消防署,314-0408,茨城県,神栖市,波崎6611,0479-44-0119,0299-92-1434,http://www.kcj.or.jp/,消防・警察,
鹿島地方事務組合消防本部／波崎消防署／土合分署,314-0343,茨城県,神栖市,土合本町2丁目9928-12,0479-48-0119,0299-92-1434,http://www.kcj.or.jp/,消防・警察,
フラワー八広／セイミヤ神栖店,314-0146,茨城県,神栖市,平泉1-118,0299-92-0130,0299-92-0130,http://www.f-yahiro.co.jp/,ガーデニング,
株式会社OJK,N.A.,茨城県,神栖市,大野原3-5-11,0299-93-0133,N.A.,http://ojk-inc.com/,リース・レンタル,
田辺薬局知手中央店,314-0255,茨城県,神栖市,砂山1014-35,0479-40-0151,03-5565-7841,http://www.tnb.co.jp/,薬,
恵日山長照寺,314-0254,茨城県,神栖市,太田392,0479-46-0154,N.A.,http://choushouji.net/,宗教,
ウエルシア神栖知手中央店,314-0112,茨城県,神栖市,知手中央6丁目5024,0299-95-0155,0299-95-0156,http://www.welcia-yakkyoku.co.jp/,薬,
株式会社大湘技研,314-0255,茨城県,神栖市,砂山3-4,0479-40-0155,0479-40-2300,http://www.daishogiken.com/,製造・加工（その他）,
コインランドリーデポ大野原店,314-0144,茨城県,神栖市,大野原2丁目13-6,0299-90-0157,045-982-7680,http://www.laundry-depot.jp/,クリーニング・コインランドリー,
眼鏡市場神栖店,314-0146,茨城県,神栖市,平泉281-27,0299-90-0158,N.A.,http://www.meganeichiba.jp/,生活用品,
株式会社日世サービス,N.A.,茨城県,神栖市,溝口1660-5,0299-91-0162,N.A.,http://www.han-ichi.com/,販売・卸（その他）,
有限会社椙山材木店,314-0254,茨城県,神栖市,太田3209,0479-46-0164,0479-46-0140,http://www.e-zaimoku.com/,製造・加工（建築資材）,
サンクス神栖居切店,314-0141,茨城県,神栖市,居切1230-45,0299-91-0171,N.A.,http://www.circleksunkus.jp/,コンビニ・スーパー・デパート,
矢口商店,314-0408,茨城県,神栖市,波崎8803,0479-44-0175,N.A.,http://yaguchi-shoten.com/,食料品,
株式会社菱和,314-0144,茨城県,神栖市,大野原1-3-25-G,0299-91-0181,0299-93-9115,http://www.ryouwa.com/,製造・加工（その他）,
青木株式会社,314-0143,茨城県,神栖市,神栖3丁目2-40,0299-93-0181,N.A.,http://www.aoki-kk.co.jp/,製造・加工（工作機械・一般機械器具）,
ウェブファースト,314-0112,茨城県,神栖市,知手中央10丁目7-20,0299-97-0199,0299-97-0199,http://www.web-1st.com/,IT・情報通信,
桂由美フランチャイズ茨城・ブライダルハウスかしま,314-0144,茨城県,神栖市,大野原4丁目7-11,0299-90-0200,N.A.,http://www.katsurayumi-fc.co.jp/,貸衣裳,
東洋プラントサービス株式会社,314-0253,茨城県,神栖市,須田豊住3158,0479-46-0200,0479-46-5383,http://www.toyo-p-s.com/,廃棄物処理,
波崎水産加工業協同組合,314-0407,茨城県,神栖市,波崎新港9,0479-44-0201,0479-44-5313,http://www.ibaraki-sakana.jp/,組合・団体,
医療法人永木外科胃腸科医院,314-0341,茨城県,神栖市,矢田部2959-1,0479-48-0211,N.A.,http://kashimashi.net/,医院・診療所・療養所,
カメラのキタムラ神栖店,314-0135,茨城県,神栖市,堀割1丁目2-31,0299-93-0212,0299-90-1358,http://www.kitamura.jp/,生活用品,
スーパータイヨー／神栖店,314-0144,茨城県,神栖市,大野原2丁目31-31,0299-92-0219,0299-92-6483,http://www.taiyo-otoku.com/,コンビニ・スーパー・デパート,
茨城鑑定団神栖店,314-0144,茨城県,神栖市,大野原2丁目11-5,0299-90-0221,0299-90-0222,http://ibakan-kamisu.net/,中古品売買,
楠原輸送株式会社／茨城営業所,314-0103,茨城県,神栖市,東深芝4-2,0299-93-0227,045-453-1971,http://www.kusuhara.co.jp/,運送・貨物・倉庫,
WonderREX鹿島店,314-0135,茨城県,神栖市,堀割3丁目2-8,0299-91-0231,N.A.,http://www.wonderrex.jp/,中古品売買,
大阪王将神栖店,314-0116,茨城県,神栖市,奥野谷5558-3,0299-95-0234,0299-82-5246,http://www.osaka-ohsho.com/,中華・中国料理,
ワコースチール株式会社,314-0051,茨城県,神栖市,光1番地,0299-82-0245,0299-82-7536,http://www.wako-stl.co.jp/,製造・加工（鉄鋼製品）,
茨城新聞／井上新聞店,314-0127,茨城県,神栖市,木崎2839,0299-93-0250,029-301-0362,http://ibarakinews.jp/top.php,映画・放送・新聞,
高木工業株式会社鹿嶋営業所,314-0132,茨城県,神栖市,筒井1465-6,0299-90-0250,0299-90-0251,http://www.yes-takagi.com/,アウトソーシング,
中山商事株式会社／鹿島営業所,314-0121,茨城県,神栖市,溝口4580,0299-96-0250,0294-22-5317,http://www.nakayama-co.jp/,製造・加工（化学・プラスチック）,
ワークマン神栖店,314-0146,茨城県,神栖市,平泉2552-5,0299-92-0268,0299-92-0268,http://www.workman.co.jp/,制服・作業服,
神栖市立／波崎第一中学校,314-0408,茨城県,神栖市,波崎7070,0479-44-0271,N.A.,http://www.sopia.or.jp/,小・中・高・大学等,
株式会社波崎建設,314-0408,茨城県,神栖市,波崎3726-2,0479-44-0272,0479-44-5203,http://www.hasaki-kensetsu.co.jp/,総合・職別工事業,
ビッグボーイ神栖店,314-0146,茨城県,神栖市,平泉265-28,0299-90-0281,0299-90-0282,http://www.bigboyjapan.co.jp/,レストラン,
作田丸,314-0253,茨城県,神栖市,須田2340-102,0479-46-0283,0479-46-3544,http://www.sopia.or.jp/,釣り,
