▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
アイオー信用金庫／TBSハウジング支店,372-0801,群馬県,伊勢崎市,宮子町3600-1,0270-22-0001,N.A.,http://www.io-web.jp/,金融・郵貯・貸金,
株式会社いちもん,379-2222,群馬県,伊勢崎市,田部井町3-2634-1,0270-40-0001,0270-63-3399,http://www.ichimon.com/,食料品,
株式会社ジャパンビバレッジホールディングス,N.A.,群馬県,伊勢崎市,八寸町5380-1,0270-61-0001,0270-61-0005,http://www.jbinc.co.jp/,食料品,
株式会社後藤鉄工,372-0022,群馬県,伊勢崎市,日乃出町597-6,0270-24-0001,0270-24-0007,http://www.gotom.co.jp/,製造・加工（工作機械・一般機械器具）,
株式会社北斗,379-2215,群馬県,伊勢崎市,赤堀今井町2丁目1044-1,0270-63-0001,0270-63-2070,http://www.hokuto-g.co.jp/,製造・加工（金属製品）,
国定郵便局,379-2221,群馬県,伊勢崎市,国定町2丁目2016-5,0270-62-0001,0270-63-9271,http://map.japanpost.jp/,金融・郵貯・貸金,
伊勢崎市立／境北中学校,370-0103,群馬県,伊勢崎市,境下渕名2011-1,0270-76-0003,0270-76-0099,http://www.isesaki-school.ed.jp/,小・中・高・大学等,
メイプル薬局,379-2214,群馬県,伊勢崎市,下触町757-5,0270-40-0005,0270-40-0006,http://www.phanawel.jp/,薬,
株式会社赤石三光堂,370-0122,群馬県,伊勢崎市,境栄790,0270-74-0008,0270-74-4433,http://www.akaishi-sankodo.co.jp/,葬儀,
伊勢崎市立／境采女小学校,370-0103,群馬県,伊勢崎市,境下渕名2020,0270-76-0010,0270-76-5773,http://www.isesaki-school.ed.jp/,小・中・高・大学等,
JA佐波伊勢崎／あずま支店,379-2222,群馬県,伊勢崎市,田部井町2丁目404-1,0270-62-0011,0270-63-0930,http://www.ja-sawa.or.jp/,組合・団体,
大同工業株式会社,372-0058,群馬県,伊勢崎市,西田町88,0270-24-0011,0270-24-0600,http://www.did-daido.co.jp/,製造・加工（金属製品）,
JA佐波伊勢崎／あかぼり支店,379-2211,群馬県,伊勢崎市,市場町1丁目24,0270-62-0012,0270-63-1768,http://www.ja-sawa.or.jp/,組合・団体,
伊勢崎市／境消防署,370-0125,群馬県,伊勢崎市,境萩原1753,0270-74-0012,0270-74-0042,http://www.city.isesaki.lg.jp/,消防・警察,
伊勢崎市／境采女公民館,370-0103,群馬県,伊勢崎市,境下渕名2023-1,0270-76-0013,0270-76-0013,http://www.city.isesaki.lg.jp/,市区町村機関,
東武鉄道株式会社／境町駅,370-0117,群馬県,伊勢崎市,境百々432,0270-74-0014,N.A.,http://www.tobu.co.jp/,交通機関,
さいとう歯科矯正歯科医院,379-2222,群馬県,伊勢崎市,田部井町1丁目945-1,0270-62-0015,0270-62-0035,http://www.saito-doc.com/,歯科系,
トリトシオギワラ株式会社,379-2236,群馬県,伊勢崎市,八寸町5306-5,0270-40-0017,0270-40-0029,http://toritoshi-o.com/,製造・加工（食料品）,
エコラル株式会社,372-0801,群馬県,伊勢崎市,宮子町3143,0270-50-0018,082-873-2886,http://www.ecoral-jpn.com/,リフォーム,
群馬県トライアスロン協会,372-0842,群馬県,伊勢崎市,馬見塚町1425,0270-31-0018,0270-31-0018,http://www.gunma-triathlon.com/,組合・団体,
石原歯科医院,372-0021,群馬県,伊勢崎市,上諏訪町2117-5,0270-21-0018,027-224-3543,http://www.ishiharashika.jp/,歯科系,
ヘアーサロンスマイル,372-0014,群馬県,伊勢崎市,昭和町1854-5-1,0270-22-0019,N.A.,http://isesaki1000.com/,美容院・理容店・毛髪業,
株式会社イーピーエム,372-0026,群馬県,伊勢崎市,宮前町266-1,0270-25-0020,0270-25-0509,http://www.kenbido.com/,販売・卸（衣料関連）,
株式会社ヒカリS.E,379-2222,群馬県,伊勢崎市,田部井町1丁目1671番地24,0270-63-0020,0270-63-0200,http://www.hikari-group.com/,建設業・工務店,
コドモヤ衣料店,370-0124,群馬県,伊勢崎市,境417,0270-74-0026,0270-74-1955,http://www.kodomoya.biz/,洋服,
酒&業務スーパー連取店,372-0812,群馬県,伊勢崎市,連取町3067-3,0270-89-0030,0270-89-0033,http://www.kobebussan.co.jp/,酒・飲料品,
サンクス伊勢崎市場町店,379-2211,群馬県,伊勢崎市,市場町1丁目173-3,0270-40-0032,N.A.,http://www.circleksunkus.jp/,コンビニ・スーパー・デパート,
サクラ産業株式会社群馬営業所,379-2211,群馬県,伊勢崎市,市場町2丁目1170-15,0270-40-0033,0270-40-0035,http://www.s-sakura.co.jp/,水道・ガス・電力,
ながしま歯科クリニック,372-0041,群馬県,伊勢崎市,平和町7-4,0270-23-0033,0270-23-0034,http://nagashima-shika.jp/,歯科系,
伊勢崎市立／境小学校,370-0124,群馬県,伊勢崎市,境515,0270-74-0036,0270-74-3914,http://www.isesaki-school.ed.jp/,小・中・高・大学等,
伊勢崎市立／境剛志小学校,370-0126,群馬県,伊勢崎市,境下武士831,0270-74-0037,0270-74-0481,http://www.isesaki-school.ed.jp/,小・中・高・大学等,
株式会社群馬トヨタ総合センター,379-2211,群馬県,伊勢崎市,市場町2丁目1240番地,0270-40-0041,0270-40-0045,http://www12.wind.ne.jp/,その他サービス,
AngelRose,379-2224,群馬県,伊勢崎市,西小保方町368,0270-40-0044,N.A.,http://www.777angel.com/,家具・インテリア,
メガネ・パリミキ／伊勢崎店,372-0031,群馬県,伊勢崎市,今泉町1丁目29-6,0270-21-0048,0270-24-2187,http://www.paris-miki.co.jp/,生活用品,
伊勢崎市立／赤堀小学校,379-2204,群馬県,伊勢崎市,西久保町1丁目72,0270-62-0049,0270-62-0089,http://www.isesaki-school.ed.jp/,小・中・高・大学等,
ピットORC,379-2215,群馬県,伊勢崎市,赤堀今井町1丁目556-1,0270-62-0050,0270-63-8475,http://www.pit-orc.com/,車検・整備・修理,
ペニーレイン,379-2224,群馬県,伊勢崎市,西小保方町368,0270-40-0052,0287-76-2944,http://imagine.nasunogahara.co.jp/,洋服,
