▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
厚岸漁協／直売店,088-1128,北海道,厚岸郡厚岸町,港町5丁目3,0153-52-0117,0153-53-3200,http://www.a-uroko.or.jp/,組合・団体,
くしろバス株式会社,088-1124,北海道,厚岸郡厚岸町,宮園1丁目7番地,0153-52-2034,N.A.,http://www.kushirobus.jp/,運送・貨物・倉庫,
北海道大学（国立大学法人）北方生物圏フィールド科学センター水圏ステーション厚岸臨海実験所,088-1113,北海道,厚岸郡厚岸町,愛冠,0153-52-2056,0153-52-2042,http://www.fsc.hokudai.ac.jp/,小・中・高・大学等,
新釧路ゴルフ倶楽部,088-0871,北海道,厚岸郡厚岸町,尾幌2407,0153-56-2141,0153-56-2332,http://www.shinkushirogolfclub.com/,ゴルフ,
株式会社ナリテツ,N.A.,北海道,厚岸郡厚岸町,白浜4丁目30,0153-52-2150,0153-52-2160,http://www.naritetsu.jp/,製造・加工（鉄鋼製品）,
釧路総合振興局／森林室／管理課,088-1115,北海道,厚岸郡厚岸町,梅香1丁目8,0153-52-2165,0153-52-4481,http://www.kushiro.pref.hokkaido.lg.jp/,都道府県機関,
釧路総合振興局／森林室／普及課,088-1115,北海道,厚岸郡厚岸町,梅香1丁目8,0153-52-2166,N.A.,http://www.kushiro.pref.hokkaido.lg.jp/,都道府県機関,
釧路総合振興局／森林室／森林整備課／森林整備係・主査,088-1115,北海道,厚岸郡厚岸町,梅香1丁目8,0153-52-2167,N.A.,http://www.kushiro.pref.hokkaido.lg.jp/,都道府県機関,
釧路総合振興局／森林室／森林整備課／森林土木係,088-1115,北海道,厚岸郡厚岸町,梅香1丁目8,0153-52-2168,N.A.,http://www.kushiro.pref.hokkaido.lg.jp/,都道府県機関,
株式会社マルトク,088-1128,北海道,厚岸郡厚岸町,港町3-68,0153-52-2171,0153-52-2750,http://www.akkeshi-marutoku.com/,製造・加工（食料品）,
新釧路ゴルフ倶楽部／スタート予約電話,088-0871,北海道,厚岸郡厚岸町,尾幌2407,0153-56-2200,0153-56-233,http://www.shinkushirogolfclub.com/,ゴルフ,
アポロ,088-1151,北海道,厚岸郡厚岸町,真栄1丁目205,0153-52-2218,N.A.,http://www.meiji.co.jp/,喫茶店・カフェ,
株式会社カネマス上田商店,088-1118,北海道,厚岸郡厚岸町,若竹1丁目54,0153-52-2232,0153-52-7200,http://kanemasu-ueda.com/,食料品,
北泉開発株式会社尾幌工場,088-0871,北海道,厚岸郡厚岸町,尾幌3233,0153-56-2278,0153-56-2279,http://www.hokusen-kk.com/,製造・加工（建築資材）,
海鮮焼・焼肉ゆっけ,088-1125,北海道,厚岸郡厚岸町,白浜1丁目60,0153-52-2350,N.A.,http://chez-baba.com/,レストラン,
北海道新聞社厚岸支局,088-1128,北海道,厚岸郡厚岸町,港町2丁目83,0153-52-2403,0153-52-7560,http://kk.hokkaido-np.co.jp/,映画・放送・新聞,
株式会社五味石油白浜給油所,088-1125,北海道,厚岸郡厚岸町,白浜3丁目42,0153-52-2429,N.A.,http://eneos-ss.com/,ガソリンスタンド,
フクハラ厚岸店,088-1128,北海道,厚岸郡厚岸町,港町4丁目166,0153-53-2980,0153-53-2981,http://www.arcs-g.co.jp/,食料品,
道東建設工業株式会社,088-1128,北海道,厚岸郡厚岸町,港町3丁目109番地,0153-52-3050,0153-52-5155,http://www.dtkk.co.jp/,建設業・工務店,
ホテル五味,088-1124,北海道,厚岸郡厚岸町,宮園1丁目11,0153-52-3101,0153-52-6896,http://www.hotelgomi.com/,ホテル・ペンション,
ホテル金万,088-1128,北海道,厚岸郡厚岸町,港町3丁目87,0153-52-3105,0153-52-3198,http://kaneman.ftw.jp/,ホテル・ペンション,
厚岸漁協,088-1111,北海道,厚岸郡厚岸町,奔渡3丁目1,0153-52-3151,0153-52-2600,http://www.a-uroko.or.jp/,組合・団体,
株式会社北洋銀行厚岸支店,088-1151,北海道,厚岸郡厚岸町,真栄2丁目127,0153-52-3181,N.A.,http://www.hokuyobank.co.jp/,金融・郵貯・貸金,
厚岸町商工会,088-1128,北海道,厚岸郡厚岸町,港町2丁目49,0153-52-3185,0153-52-3187,http://e-akkeshi.com/,組合・団体,
磯田水産株式会社,088-1124,北海道,厚岸郡厚岸町,宮園1-214,0153-52-3191,0153-52-7628,http://isogen.co.jp/,製造・加工（食料品）,
厚岸翔洋高等学校／職員室,088-1114,北海道,厚岸郡厚岸町,湾月1丁目20,0153-52-3195,0153-52-3196,http://www.aksy.hokkaido-c.ed.jp/,小・中・高・大学等,
厚岸翔洋高等学校／事務室,088-1114,北海道,厚岸郡厚岸町,湾月1丁目20,0153-52-3196,0153-52-3196,http://www.aksy.hokkaido-c.ed.jp/,小・中・高・大学等,
有限会社氏家待合所,088-1124,北海道,厚岸郡厚岸町,宮園1-15,0153-52-3270,0153-52-3277,http://kakimeshi-ujiie.ftw.jp/,食料品,
一休,088-1116,北海道,厚岸郡厚岸町,松葉2丁目65,0153-52-3313,N.A.,http://www.ikyu.com/,ラーメン,
イエローグローブ厚岸店,088-1128,北海道,厚岸郡厚岸町,港町4丁目169,0153-53-3511,0156-22-3192,http://www.yellow-glove.com/,生活用品,
釧路総合振興局／釧路建設管理部厚岸出張所,088-1124,北海道,厚岸郡厚岸町,宮園3丁目140,0153-52-3615,N.A.,http://www.kushiro.pref.hokkaido.lg.jp/,都道府県機関,
北海道マツダ販売株式会社厚岸店,088-1125,北海道,厚岸郡厚岸町,白浜3丁目12,0153-52-3618,0153-52-3620,http://www.hokkaido-mazda.co.jp/,車検・整備・修理,
萩原建設工業株式会社厚岸営業所,088-1126,北海道,厚岸郡厚岸町,門静2丁目,0153-52-3761,0155-22-0512,http://www.hagiwara-inc.co.jp/,リフォーム,
道の駅厚岸グルメパーク・コンキリエ,088-1119,北海道,厚岸郡厚岸町,住の江2丁目2,0153-52-4139,0153-52-8139,http://conchiglie.net/,観光・温泉・銭湯,
かざぐるますしハウス,088-1125,北海道,厚岸郡厚岸町,白浜3丁目6,0153-52-4144,0153-53-2100,http://susihausu-kazaguruma.jimdo.com/,中華・中国料理,
厚岸さくら幼稚園,088-1114,北海道,厚岸郡厚岸町,湾月2丁目130,0153-52-4544,N.A.,http://akkeshi-sakura.com/,幼稚園・保育施設,
有限会社厚岸清掃社,088-1125,北海道,厚岸郡厚岸町,白浜4丁目11,0153-52-4574,0153-52-8014,http://www.akkeshi-clean.co.jp/,住まいのクリーニング,
水産総合研究センター（独立行政法人）北海道区水産研究所厚岸栽培技術開発センター,088-1108,北海道,厚岸郡厚岸町,筑紫恋2-1,0153-52-4767,011-822-3342,http://hnf.fra.affrc.go.jp/,官公署,
池田治税理士事務所,088-1120,北海道,厚岸郡厚岸町,山の手1丁目117,0153-52-5167,0153-52-6360,http://www.akkeshi-web.co.jp/,士業・コンサルタント,
トヨタカローラ釧路株式会社厚岸店,088-1125,北海道,厚岸郡厚岸町,白浜3丁目52,0153-52-5181,0153-52-5157,http://corolla-kushiro.toyota-dealers.jp/,自動車販売,
福住厚岸店,088-1125,北海道,厚岸郡厚岸町,白浜3丁目110,0153-52-5555,N.A.,http://kakisoba5555.on.omisenomikata.jp/,そば・うどん,
ベスト電器厚岸店,088-1151,北海道,厚岸郡厚岸町,真栄2丁目55,0153-52-5562,0153-52-5663,http://www.bestdenki.ne.jp/,修理,
株式会社カナモト,088-1124,北海道,厚岸郡厚岸町,宮園3丁目153番,0153-52-5777,0153-52-5810,http://www.kanamoto.co.jp/,リース・レンタル,
有限会社厚岸製函,088-1128,北海道,厚岸郡厚岸町,港町4丁目50,0153-52-5887,0153-52-5837,http://www.ace-seikan.com/,製造・加工（木製品・紙・パルプ関連）,
株式会社ヒシナカ,088-1114,北海道,厚岸郡厚岸町,湾月2丁目24,0153-52-6411,0153-52-8011,http://hishinaka.jp/,食料品,
堀建設有限会社,088-1111,北海道,厚岸郡厚岸町,奔渡6丁目,0153-52-6455,0153-52-6456,http://www.horikensetsu.net/,総合・職別工事業,
