▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
テクマン工業株式会社,997-0845,山形県,鶴岡市,下清水字内田元74-17,0235-23-0007,0235-24-9085,https://tecman-kk.com/,製造・加工（輸送機械器具）,
鶴岡ガス株式会社,N.A.,山形県,鶴岡市,鳥居町15番22号,0235-25-0011,0235-25-0010,http://www.tsuruokagas.co.jp/,製造・加工（鉄鋼製品）,
有限会社いずみ農産,997-0122,山形県,鶴岡市,羽黒町大口字木戸口76-1,0235-78-0012,0235-62-2733,http://www.komek.jp/,販売・卸（その他）,
マリン・ガレージLips,997-0831,山形県,鶴岡市,大西町31-17,0235-25-0021,0235-24-6814,http://www9.plala.or.jp/,自動車販売,
財団法人克念社,997-0035,山形県,鶴岡市,馬場町1-20,0235-22-0028,N.A.,http://www6.plala.or.jp/,教育,
株式会社山形ハーネス,997-1122,山形県,鶴岡市,友江字川向25-6,0235-33-0030,0235-33-0896,http://www.yharness.com/,製造・加工（非鉄金属製品）,
Nao空間設計,997-0856,山形県,鶴岡市,山田字油田147-2,0235-33-0038,0235-33-1575,http://www.studio-woods.net/,リフォーム,
有限会社石川設備工業所,N.A.,山形県,鶴岡市,大西町24-28,0235-23-0051,0234-43-2219,http://www.town.shonai.lg.jp/,建設業・工務店,
社会福祉法人鶴岡市社会福祉協議会／鶴岡福祉センター,997-0033,山形県,鶴岡市,泉町5-30,0235-24-0053,0235-23-9110,http://www.shk01.jp/,組合・団体,
ネッツトヨタ山形株式会社鶴岡店,997-0838,山形県,鶴岡市,淀川町25-9,0235-24-0055,0235-24-7014,http://netzyamagata.jp/,車検・整備・修理,
庄交ハイヤー,997-0016,山形県,鶴岡市,日和田町20-37,0235-22-0055,N.A.,http://www.shoko-hire.jp/,タクシー,
山形県立／鶴岡南高等学校,997-0037,山形県,鶴岡市,若葉町26-31,0235-22-0061,0235-24-5808,http://www.tsuruokaminami-h.ed.jp/,小・中・高・大学等,
田村技研工業株式会社,N.A.,山形県,鶴岡市,大字友江字川向20-8,0235-33-0063,0235-33-0835,http://www.t-giken.jp/,製造・加工（鉄鋼製品）,
