▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
一休,010-0511,秋田県,男鹿市,船川港船川字片田108-9,0185-28-0036,N.A.,http://www.ikyu.com/,飲み屋,
秋田信用金庫／船越支店／男鹿出張所,010-0511,秋田県,男鹿市,船川港船川字新浜町6,0185-22-0081,018-823-5110,http://www.akishin.com/,金融・郵貯・貸金,
男鹿海鮮市場,010-0511,秋田県,男鹿市,船川港船川字海岸通り二号9-10,0185-22-0125,0185-22-0126,http://oga-kaisen.com/,食料品,
いとく男鹿店,010-0502,秋田県,男鹿市,船川港比詰字大巻20-1,0185-22-1166,0185-22-1167,http://www.itoku.co.jp/,コンビニ・スーパー・デパート,
なまはげインターネット協議会,010-0511,秋田県,男鹿市,船川港船川字新浜町50,0185-22-1514,N.A.,http://www.namahage.ne.jp/,IT・情報通信,
ニュー畠兼,010-0675,秋田県,男鹿市,北浦入道崎字昆布浦2-69,0185-38-2011,0185-38-2013,http://www.namahagegoten.com/,魚料理,
株式会社清水組,010-0341,秋田県,男鹿市,船越字船越285,0185-35-2011,0185-35-2015,http://www.oga-shimizugumi.co.jp/,総合・職別工事業,
男鹿市立／男鹿北中学校,010-0683,秋田県,男鹿市,北浦北浦字山王林40,0185-33-2020,N.A.,http://www.akita-c.ed.jp/,小・中・高・大学等,
亀屋旅館,010-0683,秋田県,男鹿市,北浦北浦字栄町4-3,0185-33-2049,0185-33-2049,http://www.kamezusi.com/,旅館・民宿,
マックスバリュ男鹿店,010-0342,秋田県,男鹿市,脇本脇本字石館16,0185-22-2050,0185-22-2051,http://www.mv-tohoku.co.jp/,コンビニ・スーパー・デパート,
男鹿観光海底透視船株式会社,010-0675,秋田県,男鹿市,北浦入道崎字昆布浦2,0185-38-2050,018-832-6654,http://business4.plala.or.jp/,交通機関,
男鹿市立／野石小学校,010-0401,秋田県,男鹿市,野石字牛沢32,0185-47-2050,0185-47-2050,http://www2.namahage.ne.jp/,小・中・高・大学等,
ツルハドラッグ男鹿店,010-0342,秋田県,男鹿市,脇本脇本字石館16,0185-22-2057,N.A.,http://www.tsuruha.co.jp/,薬,
株式会社ツルハ調剤薬局ツルハドラッグ男鹿店調剤,010-0342,秋田県,男鹿市,脇本脇本字石館16,0185-22-2060,0185-22-2060,http://www.tsuruha.co.jp/,薬,
有限会社進藤冷菓,010-0422,秋田県,男鹿市,角間崎字下屋長根12-1,0185-46-2066,0185-46-2086,http://babahera.net/,販売・卸（食料品）,
杉本冷菓店,010-0353,秋田県,男鹿市,五里合神谷字鮫ノ口122,0185-34-2071,0185-34-2071,http://www.namahage.ne.jp/,販売・卸（食料品）,
株式会社清水組／北浦事業所,010-0683,秋田県,男鹿市,北浦北浦四区,0185-33-2107,0185-33-3648,http://www.oga-shimizugumi.co.jp/,総合・職別工事業,
マルK武田水産株式会社,010-0676,秋田県,男鹿市,北浦西黒沢字天王岱7-1,0185-38-2111,0185-38-2828,http://www.takedasuisan.co.jp/,製造・加工（食料品）,
秋田観光バス株式会社／OK観光タクシー本社営業所,010-0502,秋田県,男鹿市,船川港比詰字大巻76-4,0185-24-2111,0185-24-2150,http://www.namahage.ne.jp/,タクシー,
男鹿市土地開発公社,010-0511,秋田県,男鹿市,船川港船川字泉台66-1,0185-23-2111,0185-23-2424,http://www.city.oga.akita.jp/,不動産,
男鹿観光ホテル,010-0687,秋田県,男鹿市,北浦湯本字草木原21,0185-33-2121,0185-33-3173,http://www.oga-sko.com/,ホテル・ペンション,
灯台荘,010-0675,秋田県,男鹿市,北浦入道崎字昆布浦2-70,0185-38-2121,0185-38-2610,http://todaiso.ftw.jp/,道の駅,
秋田みなみ農業協同組合／男鹿支所／加工場,010-0342,秋田県,男鹿市,脇本脇本字向山1-4,0185-25-2129,0185-25-3080,http://ja-akita-namahage.or.jp/,組合・団体,
セイコーグランドホテル,010-0687,秋田県,男鹿市,北浦湯本字草木原50-1,0185-33-2131,0185-33-3716,http://www.oga-seiko.com/,旅館・民宿,
秋田銀行／北浦支店,010-0683,秋田県,男鹿市,北浦北浦字北浦100,0185-33-2135,N.A.,http://www.akita-bank.co.jp/,金融・郵貯・貸金,
株式会社杉貞石材,010-0351,秋田県,男鹿市,五里合箱井字出ヶ沢118,0185-34-2141,0185-34-2144,http://www.sugiteisekizai.co.jp/,販売・卸（建設資材）,
株式会社男鹿グランドホテル,010-0687,秋田県,男鹿市,北浦湯本字中里81,0185-33-2151,0185-33-2153,http://www.ogaonsen.com/,旅館・民宿,
エスケーガステム株式会社,010-0341,秋田県,男鹿市,船越字船越401-3,0185-35-2154,0185-35-2295,http://www.skgastem.jp/,燃料,
株式会社仲村保険サービス,010-0341,秋田県,男鹿市,船越字内子32-15,0185-35-2155,0185-35-3730,http://www.nakamura-hs.jp/,証券・保険・商品先物,
株式会社日明舎,010-0511,秋田県,男鹿市,船川港船川字芦沢89,0185-23-2187,0185-24-2206,http://www.nichimeisha.co.jp/,水道・ガス・電力,
社会福祉法人樹園,010-0523,秋田県,男鹿市,船川港女川字鵜ノ崎130-1,0185-27-2201,0185-27-2202,http://www.juen.or.jp/,介護・福祉,
秋田みなみ農業協同組合／野菜集出荷所,010-0401,秋田県,男鹿市,野石,0185-47-2202,0185-47-2735,http://ja-akita-namahage.or.jp/,組合・団体,
秋田みなみ農業協同組合／若美支所,010-0421,秋田県,男鹿市,鵜木白榎235,0185-46-2211,0185-25-3080,http://ja-akita-namahage.or.jp/,組合・団体,
秋田銀行／船越支店,010-0341,秋田県,男鹿市,船越字船越292,0185-35-2211,N.A.,http://www.akita-bank.co.jp/,金融・郵貯・貸金,
脇本クリニック,010-0342,秋田県,男鹿市,脇本脇本字上野110-4,0185-25-2212,N.A.,http://aobakai.jp/,医院・診療所・療養所,
フナキパーツ有限会社,010-0341,秋田県,男鹿市,船越字八郎谷地106,0185-35-2215,0185-35-2924,http://www.namahage.ne.jp/,製造・加工（電子・精密機械器具）,
男鹿市立／脇本第一小学校,010-0342,秋田県,男鹿市,脇本脇本字上野1-1,0185-25-2215,0185-22-2009,http://www2.namahage.ne.jp/,小・中・高・大学等,
北都銀行／男鹿支店,010-0511,秋田県,男鹿市,船川港船川字栄町102,0185-23-2215,0185-24-2331,http://www.hokutobank.co.jp/,金融・郵貯・貸金,
男鹿みなと市民病院,010-0511,秋田県,男鹿市,船川港船川字海岸通り一号8-6,0185-23-2221,0185-23-3179,http://www.ogaminato.jp/,総合病院,
男鹿水族館GAO,010-0673,秋田県,男鹿市,戸賀塩浜字壺ケ沢93,0185-32-2221,0185-32-2220,http://www.gao-aqua.jp/,動物園・植物園・水族館,
株式会社寒風,010-0342,秋田県,男鹿市,脇本脇本字前野1-1,0185-25-2222,0185-25-2223,http://www.kanpu.co.jp/,総合・職別工事業,
スーパーセンターアマノ男鹿店,010-0341,秋田県,男鹿市,船越字内子156,0185-35-2225,0185-35-2715,http://sc-amano.jp/,酒・飲料品,
男鹿警察署,010-0511,秋田県,男鹿市,船川港船川字新浜町1-4,0185-23-2233,N.A.,http://www.police.pref.akita.jp/,消防・警察,
お菓子のゴンタロー／船越店,010-0341,秋田県,男鹿市,船越字内子224,0185-35-2240,N.A.,http://www.gontaro-okashi.com/,お菓子・スイーツ,
秋田魁新報社男鹿支局,010-0511,秋田県,男鹿市,船川港船川字外ケ沢126-10,0185-23-2303,0185-23-2880,http://www.sakigake.jp/,映画・放送・新聞,
秋田みなみ農業協同組合／払戸支所,010-0431,秋田県,男鹿市,払戸字大堤160,0185-46-2311,0185-46-3219,http://ja-akita-namahage.or.jp/,組合・団体,
秋田海陸運送株式会社／船川支店,010-0511,秋田県,男鹿市,船川港船川字新浜町47,0185-23-2311,0185-23-2315,http://www.kairiku.co.jp/,運送・貨物・倉庫,
男鹿桜島リゾートHOTELきららか,010-0671,秋田県,男鹿市,戸賀加茂青砂字中台1-466,0185-37-2311,0185-37-2315,http://www.kiraraka.jp/,旅館・民宿,
秋田県立／男鹿海洋高等学校,010-0521,秋田県,男鹿市,船川港南平沢字大畑台42,0185-23-2321,0185-23-2321,http://www.kaiyou-h.akita-pref.ed.jp/,小・中・高・大学等,
株式会社ヰセキ東北,N.A.,秋田県,男鹿市,船越字サッピ93,0185-35-2325,0185-22-6025,http://www.iseki-touhoku.co.jp/,製造・加工（工作機械・一般機械器具）,
男鹿市立／潟西中学校,010-0411,秋田県,男鹿市,福米沢字八卦1-1,0185-46-2330,0185-46-2330,http://www.namahage.ne.jp/,小・中・高・大学等,
ホテル帝水,010-0673,秋田県,男鹿市,戸賀塩浜字壺ケ沢31,0185-37-2331,0185-37-2458,http://www.teisui.com/,旅館・民宿,
お菓子のゴンタロー／本店,010-0511,秋田県,男鹿市,船川港船川168-1,0185-23-2333,0185-24-2988,http://www.gontaro-okashi.com/,お菓子・スイーツ,
秋田昭和産業株式会社,010-0341,秋田県,男鹿市,船越字一向207-88,0185-35-2345,0185-35-2346,http://www.showasangyo.co.jp/,総合・職別工事業,
男鹿市立／船川南小学校,010-0521,秋田県,男鹿市,船川港南平沢字越名坂1,0185-24-2380,0185-24-2380,http://www2.namahage.ne.jp/,小・中・高・大学等,
株式会社八郎めん,010-0341,秋田県,男鹿市,船越字船越410,0185-35-2428,0185-35-3673,http://www.hachiroumen.co.jp/,製造・加工（食料品）,
男鹿市立／北陽小学校,010-0500,秋田県,男鹿市,北浦北浦表町字表町19,0185-33-2440,0185-33-2833,http://www2.namahage.ne.jp/,小・中・高・大学等,
