▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
十和田ホテル,018-5511,秋田県,鹿角郡小坂町,十和田湖字鉛山,0176-75-1122,0176-75-1313,http://www.towada-hotel.com/,ホテル・ペンション,
十和田湖レークビューホテル,018-5511,秋田県,鹿角郡小坂町,十和田湖字休平65-1,0176-75-1500,0176-75-1555,http://www.lake-view.jp/,旅館・民宿,
湖畔の宿緑水閣,018-5511,秋田県,鹿角郡小坂町,十和田湖字休平50,0176-75-1511,0176-75-2371,http://www.imgnjp.com/,旅館・民宿,
秋田銀行小坂支店,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字栗平25-5,0186-29-2121,N.A.,http://www.akita-bank.co.jp/,金融・郵貯・貸金,
秋田リサイクル・アンド・ファインパック株式会社,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字尾樽部76-1,0186-29-2188,0186-29-3466,http://www.dowa.co.jp/,製造・加工（化学・プラスチック）,
エコシステムジャパン株式会社,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字杉沢96番地,0186-29-2204,0186-29-5185,http://www.ecosystem-japan.jp/,その他サービス,
小坂通運株式会社／本社,017-0201,秋田県,鹿角郡小坂町,小坂字鯰沢9-8,0186-29-2231,0186-29-2361,http://www.kosaka-g.co.jp/top.html,運送・貨物・倉庫,
サンホーム大石平,017-0201,秋田県,鹿角郡小坂町,小坂字大石平30,0186-29-2300,0186-29-2397,http://www.kosaka-wel.or.jp/,介護・福祉,
株式会社タナックス本社,017-0201,秋田県,鹿角郡小坂町,小坂字五十刈5-3,0186-29-2311,0186-29-2217,http://www.tanax1895.co.jp/,総合・職別工事業,
ハタリキ株式会社,N.A.,秋田県,鹿角郡小坂町,小坂鉱山字古館25-5,0186-29-2348,0186-29-3711,http://www.hatariki.co.jp/,ガソリンスタンド,
株式会社栗山ケイセキ,017-0201,秋田県,鹿角郡小坂町,小坂字渋沢出口1,0186-29-2405,0186-29-2406,http://www.keiseki.com/,販売・卸（鉱物・金属材料）,
湖畔の宿民宿和み,018-5511,秋田県,鹿角郡小坂町,十和田湖字休平37,0176-75-2418,0176-75-2418,http://www.kohannoyado-nagomi.com/,旅館・民宿,
小坂町立／小坂小学校,017-0201,秋田県,鹿角郡小坂町,小坂字赤神8,0186-29-2422,0186-29-3102,http://www.town.kosaka.akita.jp/,小・中・高・大学等,
とわだこ遊月,018-5511,秋田県,鹿角郡小坂町,十和田湖字休平36,0176-75-2501,0176-75-2684,http://www.towadako-yugetsu.com/,旅館・民宿,
十和田湖レークサイド山の家,018-5511,秋田県,鹿角郡小坂町,十和田湖字銀山1-7,0176-75-2552,0176-75-3012,http://www.ctv-kyosai-aomori.or.jp/,公共宿泊施設,
十和田オーディオ株式会社／総務部,017-0201,秋田県,鹿角郡小坂町,小坂字大稲坪98,0186-29-2560,0186-29-2902,http://www.towada-gp.com/,電話・通信,
株式会社カミテ,017-0204,秋田県,鹿角郡小坂町,荒谷字三ツ森62-1,0186-29-2611,0186-29-2612,http://www.kamite.co.jp/,製造・加工（工作機械・一般機械器具）,
賑山亭,018-5511,秋田県,鹿角郡小坂町,十和田湖字休平35,0176-75-2711,0176-75-2688,http://www.shinzantei.co.jp/,旅館・民宿,
ハートランドマーケット,017-0203,秋田県,鹿角郡小坂町,上向字藤原35-3,0186-29-2733,N.A.,http://heartland-market.com/,食料品,
株式会社日本ピージーエム,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字尾樽部76-1,0186-29-2744,0186-29-2722,http://nipponpgm.dowa.co.jp/,製造・加工（非鉄金属製品）,
十和田ふるさとセンター,018-5511,秋田県,鹿角郡小坂町,十和田湖字大川岱55-2,0176-75-2808,0176-75-2808,http://www.michinok.com/,レストラン,
あかしあの郷,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字栗平25-2,0186-29-2900,0186-29-2903,http://www.kosaka-wel.or.jp/,介護・福祉,
社会福祉法人小坂町社会福祉協議会／デイサービスゆーとりあ,017-0201,秋田県,鹿角郡小坂町,小坂字上前田7-1,0186-29-2977,0186-30-7330,http://kosaka-syakyo.net/,組合・団体,
マリンブルー,018-5511,秋田県,鹿角郡小坂町,十和田湖字休平,0176-75-3025,0176-75-2806,http://marineblue.jp/,アウトドア,
秋田県立／小坂高等学校,017-0201,秋田県,鹿角郡小坂町,小坂館平66-1,0186-29-3065,0186-29-3069,http://kosaka-h.jp/,小・中・高・大学等,
金属鉱業研修技術センター／財団法人秋田県資源技術開発機構,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字古館9-3,0186-29-3100,0186-29-3840,http://www.ink.or.jp/,都道府県機関,
十和田プリンスホテル,018-5511,秋田県,鹿角郡小坂町,十和田湖字大川岱65-1,0176-75-3111,0176-75-3110,http://www.princehotels.co.jp/,ホテル・ペンション,
社会福祉法人小坂町社会福祉協議会,017-0201,秋田県,鹿角郡小坂町,小坂字上前田7-1,0186-29-3221,0186-29-3218,http://kosaka-syakyo.net/,組合・団体,
社会福祉法人こばと会,017-0200,秋田県,鹿角郡小坂町,字上前田7-9,0186-29-3222,0186-29-3523,http://www.mariaen.server-shared.com/,幼稚園・保育施設,
小坂町立／小坂中学校,017-0201,秋田県,鹿角郡小坂町,小坂字赤神8,0186-29-3232,0186-29-2003,http://www.town.kosaka.akita.jp/,小・中・高・大学等,
マックスバリュ東北株式会社,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字栗平25-1,0186-29-3551,0186-29-5167,http://www.mv-tohoku.co.jp/,コンビニ・スーパー・デパート,
金属鉱業研修技術センター／レストラン青銅館,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字古館9-3,0186-29-3636,0186-29-3843,http://www.ink.or.jp/,都道府県機関,
株式会社工藤米治商店小坂給油所,017-0201,秋田県,鹿角郡小坂町,小坂字金窪26-2,0186-29-3680,0186-29-2367,http://www.kudohyoneji.co.jp/,ガソリンスタンド,
康楽館,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字松ノ下2,0186-29-3732,0186-29-3219,http://www.town.kosaka.akita.jp/,映画・劇場・会館,
株式会社現代,017-0204,秋田県,鹿角郡小坂町,荒谷字手紙沢54-63,0186-29-3745,0186-29-3546,http://gendai-group.com/,廃棄物処理,
金属鉱業研修技術センター／国際資源大学校,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字古館9-3,0186-29-3825,0186-29-3845,http://www.minetec.org/,都道府県機関,
小坂ゴールドパレス,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字古館9-3,0186-29-3833,0186-29-3843,http://albrthksk.co.jp/,ホテル・ペンション,
小坂町役場／総務課／総務管財班／総務,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字尾樽部37-2,0186-29-3901,0186-29-5481,http://www.town.kosaka.akita.jp/,市区町村機関,
有限会社ポークランド,017-0201,秋田県,鹿角郡小坂町,小坂字台作1-2,0186-29-4000,0186-29-4001,http://www.momobuta.co.jp/,農業,
秋田工営株式会社,017-0202,秋田県,鹿角郡小坂町,尾樽部6-2,0186-29-4101,0186-29-5474,http://www.akita-kouei.co.jp/,建設業・工務店,
ソレイユ,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字栗平11-19,0186-29-5097,N.A.,http://www.i-soleil.com/,洋服,
秋田工営株式会社,017-0202,秋田県,鹿角郡小坂町,尾樽部60-1,0186-29-5211,0186-29-2209,http://www.akita-kouei.co.jp/,建設業・工務店,
カーテックKOSAKA,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字尾樽部6,0186-29-5216,0186-29-5218,http://www.cartech-kosaka.com/,車検・整備・修理,
杉本はちみつ店,017-0202,秋田県,鹿角郡小坂町,小坂鉱山字栗平11-17,0186-29-5411,0186-29-2350,http://beniomoi.blog87.fc2.com/,食料品,
