▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
有限会社グランド牧場／事務所,056-0014,北海道,日高郡新ひだか町,静内古川町1丁目6-1,0146-42-0002,0146-42-1844,http://grandstud.jp/,観光・温泉・銭湯,
北海道電力株式会社／停電のお問合せ／静内地区／静内営業所,056-0005,北海道,日高郡新ひだか町,静内こうせい町3丁目1-2,0146-42-0009,011-385-6710,http://www.hepco.co.jp/,水道・ガス・電力,
マクドナルド235静内店,056-0026,北海道,日高郡新ひだか町,静内末広町2丁目1-1,0146-42-0026,0162-29-2627,http://www.mcdonalds.co.jp/,ファーストフード,
日高中部消防組合／消防署／消防課,056-0005,北海道,日高郡新ひだか町,静内こうせい町2丁目1-1,0146-45-0040,0146-42-3789,http://hidaka-chubu-119.jp/,消防・警察,
新ひだか町商工会,056-0016,北海道,日高郡新ひだか町,静内本町1-1-12,0146-42-0041,0146-42-8220,http://shinhidaka-shokokai.com/,組合・団体,
株式会社シズナイロゴス,056-0026,北海道,日高郡新ひだか町,静内末広町3丁目2-6,0146-42-0045,011-893-8841,http://shizunai.co.jp/,運送・貨物・倉庫,
藤沢澄雄後援会事務所,056-0017,北海道,日高郡新ひだか町,静内御幸町2丁目3-1,0146-45-0045,0146-45-0046,http://www.fujisawasumio.jp/,組合・団体,
日高中部消防組合／消防署／予防課,056-0005,北海道,日高郡新ひだか町,静内こうせい町2丁目1-1,0146-45-0050,0146-42-3789,http://hidaka-chubu-119.jp/,消防・警察,
在田商店,056-0017,北海道,日高郡新ひだか町,静内御幸町2丁目1-19,0146-42-0057,0146-43-2488,http://www.arita-shouten.com/,OA機器,
日高中部消防組合／消防署／救急救助課,056-0005,北海道,日高郡新ひだか町,静内こうせい町2丁目1-1,0146-45-0070,0146-42-3789,http://hidaka-chubu-119.jp/,消防・警察,
ほっともっと静内店,056-0026,北海道,日高郡新ひだか町,静内末広町3丁目2-4,0146-45-0075,0146-45-0076,http://www.hottomotto.com/,弁当・宅配,
株式会社トヨタレンタリース札幌新ひだか静内店,056-0024,北海道,日高郡新ひだか町,静内山手町1丁目1-3,0146-42-0100,0146-42-8044,http://www.toyotarentacar.net/,リース・レンタル,
静内警察署,056-0014,北海道,日高郡新ひだか町,静内古川町1丁目3-22,0146-43-0110,011-784-7441,http://www.shizunai-syo.police.pref.hokkaido.lg.jp/,消防・警察,
日高中部消防組合／消防署／庶務課,056-0005,北海道,日高郡新ひだか町,静内こうせい町2丁目1-1,0146-45-0119,0146-42-3789,http://hidaka-chubu-119.jp/,消防・警察,
札幌家庭裁判所静内出張所,056-0005,北海道,日高郡新ひだか町,静内こうせい町2丁目1-10,0146-42-0120,N.A.,http://www.courts.go.jp/,裁判所,
医療法人社団駒木クリニック,056-0019,北海道,日高郡新ひだか町,静内青柳町1-9-21,0146-45-0123,N.A.,http://www.myclinic.ne.jp/,医院・診療所・療養所,
田湯タナカ建設株式会社,056-0026,北海道,日高郡新ひだか町,静内末広町3-4-22,0146-42-0151,N.A.,http://tayu-group.jp/,総合・職別工事業,
社会保険労務士石井静子事務所,056-0005,北海道,日高郡新ひだか町,静内こうせい町1丁目8-20,0146-42-0154,011-261-0115,http://www.sihosyosi.or.jp/,士業・コンサルタント,
日高中部消防組合／消防本部／警防課,056-0005,北海道,日高郡新ひだか町,静内こうせい町2丁目1-1,0146-45-0160,0146-42-3789,http://hidaka-chubu-119.jp/,消防・警察,
総合ケアセンター／町立静内病院,056-0004,北海道,日高郡新ひだか町,静内緑町4丁目5-1,0146-42-0181,0146-42-4427,http://www.shinhidaka-hokkaido.jp/,市区町村機関,
有限会社グランド牧場,056-0011,北海道,日高郡新ひだか町,静内古川町1-6-1,0146-45-0189,0146-45-0038,http://grandstud.jp/,農業,
株式会社ツルハツルハドラッグ静内店,056-0025,北海道,日高郡新ひだか町,静内木場町2丁目1-28,0146-45-0212,N.A.,http://www.tsuruha.co.jp/,美容・コスメ,
北燃商事株式会社静内営業所,056-0016,北海道,日高郡新ひだか町,静内本町5丁目6-7,0146-45-0220,0146-42-6655,http://www.hokunen.jp/,空調,
有限会社橋本牧場,056-0005,北海道,日高郡新ひだか町,静内こうせい町3丁目10-1,0146-42-0224,0146-42-2222,http://hashimotobokujo.com/,観光・温泉・銭湯,
北海道日高振興局保健環境部静内地域保健室・静内保健所,056-0005,北海道,日高郡新ひだか町,静内こうせい町2丁目8-1,0146-42-0251,0146-42-7202,http://www.hidaka.pref.hokkaido.lg.jp/,都道府県機関,
アイン薬局新ひだか店,056-0022,北海道,日高郡新ひだか町,静内高砂町3丁目1-13,0146-45-0271,0146-45-0272,http://www.ainj.co.jp/,薬,
パレットプラザポスフール静内店,056-0026,北海道,日高郡新ひだか町,静内末広町2丁目2-1,0146-45-0302,N.A.,http://www.80210.com/,写真・ビデオ・スライド,
有限会社静内タイヤ工業所,056-0017,北海道,日高郡新ひだか町,静内御幸町6丁目2-15,0146-42-0302,0146-42-1833,http://www.shizunai-tire.com/,車検・整備・修理,
株式会社サッポロドラッグストアー静内店,056-0025,北海道,日高郡新ひだか町,静内木場町2丁目15,0146-45-0315,011-841-8042,https://satudora.jp/,薬,
仲川内科胃腸科医院,056-0017,北海道,日高郡新ひだか町,静内御幸町2丁目4-12,0146-42-0345,0146-42-8854,http://www13.plala.or.jp/,内科系,
蚊野時計店／吉野店,056-0018,北海道,日高郡新ひだか町,静内吉野町1丁目1-42,0146-42-0351,0146-43-2647,http://www.kano.ne.jp/,アクセサリー,
静内郷土館,056-0014,北海道,日高郡新ひだか町,静内古川町1丁目1-1,0146-42-0394,0146-42-0394,http://www.shinhidaka-hokkaido.jp/,市区町村機関,
株式会社なかむら,056-0017,北海道,日高郡新ひだか町,静内御幸町3-2-1,0146-42-0426,N.A.,http://seisenkan-nakamura.co.jp/,販売・卸（その他）,
札幌海鮮丸静内店,056-0018,北海道,日高郡新ひだか町,静内吉野町2丁目1-13,0146-45-0440,N.A.,http://www.kaisenmaru.co.jp/,弁当・宅配,
株式会社静内衛生社,056-0014,北海道,日高郡新ひだか町,静内古川町2-1-8,0146-42-0527,N.A.,http://citic.co.jp/,廃棄物処理,
札幌臨床検査センター株式会社新ひだか営業所,056-0004,北海道,日高郡新ひだか町,静内緑町7丁目1-26,0146-45-0533,011-641-9802,http://www.saturin.co.jp/,臨床検査,
地酒と米のときわ,056-0023,北海道,日高郡新ひだか町,静内ときわ町3-1-1,0146-42-0569,0146-42-5062,http://www.sakeno.com/,酒・飲料品,
ファッションセンターしまむら静内店,056-0024,北海道,日高郡新ひだか町,静内山手町1丁目1-11,0146-45-0610,N.A.,http://www.shimamura.gr.jp/,洋服,
静内珠算学院／青柳教室,056-0019,北海道,日高郡新ひだか町,静内青柳町1丁目3-10,0146-42-0613,N.A.,http://shizunaisyuzangakuin.com/,書道・そろばん,
静内ライオンズクラブ,056-0018,北海道,日高郡新ひだか町,静内吉野町3丁目1-1,0146-42-0678,0146-43-2245,http://www.shizunai-lc.jp/,組合・団体,
