▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
株式会社おしゃれ劇場,962-0052,福島県,須賀川市,西川字後田19-2,0248-75-0004,0248-76-4060,http://oshare-g.co.jp/,和服,
トミタ・メガステージ須賀川店,962-0826,福島県,須賀川市,広表5-1,0248-76-0016,0248-76-0085,http://www.tomita-inc.jp/,アクセサリー,
コナカ須賀川店,962-0012,福島県,須賀川市,陣場町134-1,0248-76-0029,0248-76-0038,http://www.konaka.co.jp/,洋服,
株式会社アート工芸広告社,962-0403,福島県,須賀川市,大字滑川字関ノ上22-2,0248-73-0056,0248-73-0057,http://www.amesyo.co.jp/,製造・加工（その他）,
なんぶ不動産,962-0006,福島県,須賀川市,山寺道14,0248-75-0062,0248-72-3530,http://nanbu-re.com/,不動産,
ワークスアルデバラン,962-0052,福島県,須賀川市,西川字西田295-1,0248-63-0070,0248-63-0324,http://www.aldebarun.com/,車検・整備・修理,
鈴木孝一果樹園,962-0813,福島県,須賀川市,和田字番屋70-1,0248-73-0084,N.A.,http://www12.plala.or.jp/,観光・温泉・銭湯,
株式会社トヨタレンタリース新福島須賀川店,962-0014,福島県,須賀川市,西川町89-2,0248-72-0100,0248-72-0104,http://trl-shinfukushima.jp/,リース・レンタル,
福島県中央アスコン,962-0403,福島県,須賀川市,滑川字西山21,0248-75-0101,0248-75-0109,http://www.taiseirotec.co.jp/,製造・加工（建築資材）,
株式会社ヨシケイ福島,962-0001,福島県,須賀川市,森宿字舘ノ下1番地14,0248-63-0123,0248-63-0137,http://www.yoshikei-fukushima.co.jp/,食料品,
ハニーズ須賀川店,962-0852,福島県,須賀川市,仲の町105,0248-75-0124,0246-29-1120,http://www.honeys.co.jp/,洋服,
株式会社ユニタス,962-0052,福島県,須賀川市,西川字西田295-1,0248-72-0177,0248-72-0151,http://www.unitus-jp.com/,商社・貿易,
須賀川市ふれあいセンター,962-0857,福島県,須賀川市,長禄町79,0248-72-0200,0248-72-0200,http://www.city.sukagawa.fukushima.jp/,映画・劇場・会館,
寿泉堂松南病院／ショップしょうなん,962-0403,福島県,須賀川市,滑川字池田100-20,0248-72-0201,024-939-3303,http://www.jusendo.or.jp/,精神科・心療内科,
三柏工業株式会社／工事部,962-0839,福島県,須賀川市,大町104,0248-76-0208,0248-72-1889,http://sanpaku.co.jp/,リフォーム,
株式会社鍍研福島営業所,962-0031,福島県,須賀川市,影沼町111-2,0248-72-0299,0248-72-0293,http://www.token-j.sakura.ne.jp/,製造・加工（化学・プラスチック）,
ERAみずほ不動産,962-0859,福島県,須賀川市,塚田18-2,0248-73-0324,0248-73-0323,http://www.mizuho-realties.co.jp/,不動産,
ベスパン,962-0854,福島県,須賀川市,古屋敷5-8,0248-73-0337,0248-73-0337,http://www.bespan394.com/,食料品,
カメイ株式会社須賀川営業所,962-0801,福島県,須賀川市,江持字五林平203,0248-72-0351,0248-72-0542,http://www.kamei.co.jp/,水道・ガス・電力,
にしむら歯科,962-0052,福島県,須賀川市,西川字山寺57,0248-73-0373,0248-73-0373,http://www.fukushima-implant.com/,歯科系,
須賀川市牡丹台庭球場,962-0815,福島県,須賀川市,牡丹園19,0248-75-0376,0248-76-8113,http://www.sukagawa-sports.or.jp/,テニス,
須賀川市牡丹台水泳場,962-0815,福島県,須賀川市,牡丹園19,0248-75-0377,0248-76-8113,http://www.sukagawa-sports.or.jp/,スポーツ施設,
三柏工業株式会社,962-0839,福島県,須賀川市,大町104,0248-72-0389,0248-72-1887,http://sanpaku.co.jp/,リフォーム,
有限会社ぱすわーど,N.A.,福島県,須賀川市,卸町35番地,0248-72-0391,0248-72-0392,http://www.password.co.jp/,IT・情報通信,
株式会社あおい,962-0041,福島県,須賀川市,横山町42-3,0248-75-0407,0248-73-2707,http://www.aoilive.com/,リフォーム,
円谷ロジスティクス有限会社,962-0403,福島県,須賀川市,滑川字池田191-1,0248-72-0437,0248-72-7793,http://www.tsumuraya.co.jp/,運送・貨物・倉庫,
福島オグラ管材株式会社,962-0001,福島県,須賀川市,森宿字安積田205,0248-72-0511,0248-72-0510,http://www.og-kanzai.com/,販売・卸（鉱物・金属材料）,
アイランド須賀川居宅介護支援事業所,962-0022,福島県,須賀川市,丸田町47-1,0248-73-0559,03-5977-1188,http://www.islands.co.jp/,介護・福祉,
鈴木青果店,962-0847,福島県,須賀川市,諏訪町37,0248-75-0569,N.A.,http://www.pickled-ume.com/,食料品,
すしおんど須賀川店,962-0052,福島県,須賀川市,西川字前田74-1,0248-72-0588,0248-72-0588,http://www.genkisushi.co.jp/,中華・中国料理,
株式会社金平郡山営業所,962-0403,福島県,須賀川市,滑川字西山31-1,0248-63-0610,0248-63-0620,http://www16.plala.or.jp/,販売・卸（建設資材）,
安藤果樹園,962-0814,福島県,須賀川市,前田川字深田158,0248-76-0666,N.A.,http://www.ando-k.jp/,観光・温泉・銭湯,
株式会社ツルギ,962-0403,福島県,須賀川市,滑川字東町361,0248-76-0717,0248-76-0752,http://hotokukanko.ftw.jp/,運送・貨物・倉庫,
