▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
アイメガネ藤岡店コンタクトレンズセンター,375-0024,群馬県,藤岡市,藤岡937-1,0274-22-0001,0274-40-8008,http://www.aimegane.com/,生活用品,
ミニストップ藤岡中栗須店,375-0015,群馬県,藤岡市,中栗須281-1,0274-23-0003,0274-23-0003,http://www.ministop.co.jp/,コンビニ・スーパー・デパート,
パールデンタルクリニック,375-0024,群馬県,藤岡市,藤岡858-3,0274-23-0006,0274-25-8083,http://www.pearl-dental.jp/,歯科系,
藤岡市役所／自然活用管理センターやどや,370-1403,群馬県,藤岡市,保美濃山1859-2,0274-56-0006,0274-56-0030,http://yado-ya.jp/,市区町村機関,
柏屋四郎右衛門,375-0024,群馬県,藤岡市,藤岡55,0274-22-0006,0274-22-0026,http://www7.wind.ne.jp/,魚料理,
JA多野藤岡／小野支店,375-0004,群馬県,藤岡市,森160-1,0274-22-0012,0274-22-2049,http://ja-tanofuji.or.jp/,組合・団体,
当選,375-0024,群馬県,藤岡市,藤岡180,0274-22-0022,0274-22-0544,http://www.tousenkura.jp/,酒・飲料品,
藤岡こどもクリニック,375-0021,群馬県,藤岡市,小林683,0274-24-0024,0274-22-5603,http://www12.wind.ne.jp/,医院・診療所・療養所,
いすゞ産業株式会社／藤岡営業所,375-0005,群馬県,藤岡市,中1061,0274-24-0033,0274-24-2727,http://www.wind.ne.jp/,中古車・買取,
ナガイスイミングスクール／藤岡校,375-0024,群馬県,藤岡市,藤岡897,0274-24-0050,0274-24-0069,http://www.nagai-s-s.com/,スポーツ,
藤岡市役所／偕同苑,375-0024,群馬県,藤岡市,藤岡770,0274-24-0064,0274-24-0064,http://www.city.fujioka.gunma.jp/,市区町村機関,
藤美荘軽費老人ホーム,375-0024,群馬県,藤岡市,藤岡2860,0274-24-0101,N.A.,http://fujinoen.jp/,介護・福祉,
麦挽屋今助,375-0024,群馬県,藤岡市,藤岡879,0274-22-0103,0274-24-2405,http://www.wind.ne.jp/,食料品,
株式会社松野屋,N.A.,群馬県,藤岡市,藤岡88-1,0274-22-0107,0274-25-8023,http://www.seikoudou-matsunoya.jp/,不動産,
群馬県警察本部／藤岡警察署,375-0024,群馬県,藤岡市,藤岡1683-1,0274-22-0110,N.A.,http://www.police.pref.gunma.jp/,消防・警察,
ルーデンスカントリークラブ／予約受付,375-0047,群馬県,藤岡市,上日野2595,0274-28-0111,0274-28-0693,http://www.ludens-cc.com/,ゴルフ,
株式会社アールシーエス,375-0006,群馬県,藤岡市,森新田162番地,0274-24-0117,0274-24-0134,http://www.yumedan.com/,製造・加工（電子・精密機械器具）,
虎屋本店,375-0024,群馬県,藤岡市,藤岡138,0274-22-0118,0274-24-4380,http://www.torayahonten.com/,製造・加工（食料品）,
おにし青少年野外活動センター,370-1403,群馬県,藤岡市,保美濃山1550,0274-56-0123,050-3737-6961,http://www.taiken-katudou.org/,キャンプ,
長谷川輪業商会,375-0024,群馬県,藤岡市,藤岡322-4,0274-22-0128,0274-25-8430,http://www.haserin58.com/,自転車,
藤岡郵便局／郵便配達,375-0024,群馬県,藤岡市,藤岡50-3,0274-23-0180,N.A.,http://www.post.japanpost.jp/,金融・郵貯・貸金,
レジデンスセシモマンション,375-0051,群馬県,藤岡市,本動堂250-9,0274-22-0181,0274-23-3801,http://www.seshimo.co.jp/,不動産,
有限会社藤岡化学工業所,375-0002,群馬県,藤岡市,立石1331-5,0274-42-0183,0274-42-4308,http://www.fujioka-kagaku.co.jp/,製造・加工（化学・プラスチック）,
美九里東保育園,375-0023,群馬県,藤岡市,本郷2095-4,0274-23-0186,0274-23-0199,http://www.mikurihigashi.jp/,幼稚園・保育施設,
群馬県警察本部／藤岡警察署／小野交番,375-0005,群馬県,藤岡市,中921-1,0274-23-0190,027-223-7950,http://www.pref.gunma.jp/,消防・警察,
エースゴルフ倶楽部・藤岡コース,375-0047,群馬県,藤岡市,上日野325,0274-28-0191,0274-28-0150,http://ww1.acegc.com/,ゴルフ,
群馬県警察本部／藤岡警察署／藤岡交番,375-0024,群馬県,藤岡市,藤岡394-1,0274-23-0191,N.A.,http://www.police.pref.gunma.jp/,消防・警察,
群馬県警察本部／藤岡警察署／美九里駐在所,375-0037,群馬県,藤岡市,三本木799-1,0274-23-0193,N.A.,http://www.police.pref.gunma.jp/,消防・警察,
藤岡市立／みかぼ保育園,375-0047,群馬県,藤岡市,上日野2542,0274-28-0203,0274-24-3252,http://www.city.fujioka.gunma.jp/,幼稚園・保育施設,
社団法人群馬県建設業協会／藤岡支部,375-0024,群馬県,藤岡市,藤岡1656-2,0274-22-0204,027-252-1993,http://www.gun-ken.or.jp/,組合・団体,
有限会社桜井設備,N.A.,群馬県,藤岡市,藤岡129-3,0274-22-0227,0274-24-2332,http://park1.wakwak.com/,建設業・工務店,
大和家,375-0024,群馬県,藤岡市,藤岡27,0274-22-0249,0274-24-6087,http://www.0274220249.jp/,飲み屋,
藤岡多野医師会,375-0024,群馬県,藤岡市,藤岡1860-1,0274-22-0251,0274-24-4187,http://fujiokatano.gunma.med.or.jp/,組合・団体,
株式会社アイエスコーポレーション,375-0024,群馬県,藤岡市,藤岡1098-3,0274-23-0288,N.A.,http://www.i-scorp.co.jp/,総合・職別工事業,
西蓮寺,375-0024,群馬県,藤岡市,藤岡1625,0274-22-0291,0274-22-0335,http://www.sairenji.join-us.jp/,宗教,
鮎川魚苑,375-0046,群馬県,藤岡市,下日野2236-2,0274-28-0292,0274-22-5066,http://www.ayukawa-gyoen.com/,アウトドア,
照幸三業有限会社,375-0051,群馬県,藤岡市,本動堂383-5,0274-23-0295,0274-24-2577,http://www.mukunokagu.net/,製造・加工（木製品・紙・パルプ関連）,
日本ダルクアウェイクニングハウス,375-0047,群馬県,藤岡市,上日野2594,0274-28-0311,0274-28-0313,http://jcca.client.jp/,介護・福祉,
有限会社ハラダモータース,375-0054,群馬県,藤岡市,上大塚1418-5,0274-22-0311,0274-24-4605,http://www.harada-motors.com/,バイク用品,
湖畔亭山水,370-1403,群馬県,藤岡市,保美濃山875,0274-56-0321,0274-56-0310,http://www.san-sui.jp/,旅館・民宿,
北関東ビルサービス株式会社,375-0014,群馬県,藤岡市,下栗須940-3,0274-24-0322,N.A.,http://www6.wind.ne.jp/,販売・卸（建設資材）,
