▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
アイメガネ桶川東口駅前通り店コンタクトレンズセンター,363-0016,埼玉県,桶川市,寿2丁目1-1,048-777-0001,N.A.,http://www.aimegane.com/,生活用品,
不二家桶川鴨川店,363-0024,埼玉県,桶川市,鴨川2丁目7-12,048-788-0001,N.A.,http://www.fujiya-peko.co.jp/,お菓子・スイーツ,
ニチエー塗装,363-0025,埼玉県,桶川市,下日出谷943-228,048-786-0004,048-786-0012,http://www.nichieitosou.com/,リフォーム,
串焼亭ねぎ桶川店,363-0022,埼玉県,桶川市,若宮1丁目2-16,048-786-0006,N.A.,http://negi-kushiyaki.com/,飲み屋,
アイ・ビー・エス株式会社桶川営業所,363-0017,埼玉県,桶川市,西1丁目9-15,048-778-0010,0276-31-1612,http://www.4510ibs.com/,アウトソーシング,
SPRING,363-0022,埼玉県,桶川市,若宮1丁目1-5,048-788-0020,N.A.,http://www.spring-hair.com/,美容院・理容店・毛髪業,
埼玉県央病院,363-0008,埼玉県,桶川市,大字坂田1726,048-776-0022,048-772-1661,http://www.seisekikai.com/,歯科系,
かわたや幼稚園,363-0027,埼玉県,桶川市,大字川田谷3821-3,048-787-0029,N.A.,http://www.youchien.ed.jp/,幼稚園・保育施設,
CHIC／桶川東口店,363-0017,埼玉県,桶川市,西1丁目9-14,048-774-0049,N.A.,http://www.chichair.com/,美容院・理容店・毛髪業,
セブンイレブン／桶川上日出谷店,363-0026,埼玉県,桶川市,大字上日出谷1245-8,048-787-0054,048-787-0054,http://www.sej.co.jp/,コンビニ・スーパー・デパート,
埼玉県立／桶川西高等学校,363-0027,埼玉県,桶川市,大字川田谷1531-2,048-787-0081,048-789-1051,http://www.okenishi-h.spec.ed.jp/,小・中・高・大学等,
埼玉白洋舎／浜日出谷店,363-0026,埼玉県,桶川市,大字上日出谷1269-52,048-786-0082,N.A.,http://www.hakuyosha.co.jp/,住まいのクリーニング,
桶川グリーンテニスクラブ,363-0001,埼玉県,桶川市,大字加納82-1,048-774-0084,048-774-6808,http://okegawagtc.com/,テニス,
有限会社深谷健司建築設計工房,363-0016,埼玉県,桶川市,寿1丁目9-4,048-775-0099,048-775-0161,http://www5.plala.or.jp/,リフォーム,
株式会社トヨタレンタリース埼玉桶川店,363-0013,埼玉県,桶川市,東1丁目3-27,048-776-0100,048-776-0491,http://saitama.rl-toyota.co.jp/,リース・レンタル,
セブンイレブン／桶川加納店,363-0001,埼玉県,桶川市,大字加納3565-1,048-727-0101,N.A.,http://www.sej.co.jp/,コンビニ・スーパー・デパート,
協栄流通株式会社,N.A.,埼玉県,桶川市,赤堀1丁目2番地,048-729-0131,N.A.,http://www.kyoei-ryutsu.co.jp/,引越,
手づくりやさん,363-0001,埼玉県,桶川市,大字加納758-1,048-728-0135,048-788-3553,http://www.tezukuriya.co.jp/,食料品,
有限会社岩崎畳店,363-0001,埼玉県,桶川市,大字加納1038,048-728-0151,048-728-1148,http://www.iwasaki-web.com/,製造・加工（建築資材）,
桶川ときわ幼稚園,363-0024,埼玉県,桶川市,鴨川1丁目1-43,048-786-0162,048-787-3450,http://tokiwa-youchien.jp/,幼稚園・保育施設,
みそ伝／桶川店,363-0017,埼玉県,桶川市,西2丁目10-23,048-773-0188,N.A.,http://misoden2001.web.fc2.com/,ラーメン,
有限会社旭信,363-0009,埼玉県,桶川市,坂田東1丁目36-2,048-728-0219,048-727-1968,http://www.kyokushin-sao.jp/,販売・卸（その他）,
庄や桶川店,363-0022,埼玉県,桶川市,若宮1丁目4-56,048-788-0231,N.A.,http://www.daisyo.co.jp/,飲み屋,
桶川市立図書館,363-0017,埼玉県,桶川市,西1丁目5-21,048-771-0303,048-771-4005,https://www.okegawa-library.jp/TOSHOW/asp/index.aspx,図書館,
株式会社サンワコーケン,363-0008,埼玉県,桶川市,坂田802-2,048-728-0309,048-728-2739,http://www.sanwacoken.co.jp/,販売・卸（一般機械）,
立川歯科,363-0017,埼玉県,桶川市,西2丁目9-37,048-778-0311,N.A.,http://www.koneikai.com/,歯科系,
株式会社PAZZO,363-0013,埼玉県,桶川市,東1-10-11,048-770-0333,N.A.,http://www.pazzo.jp/,販売・卸（その他）,
坂巻醤油店,363-0027,埼玉県,桶川市,大字川田谷5628-4,048-787-0340,048-787-4500,http://www.tamajo.jp/,食料品,
加藤電機株式会社,363-0008,埼玉県,桶川市,坂田445-2,048-728-0353,N.A.,http://www.kato-denki.com/,家電,
ドリーム,363-0022,埼玉県,桶川市,若宮1丁目4-14,048-787-0396,048-787-0396,http://www.harisigoto.com/,衣類のリフォーム,
株式会社河野鉄工所,363-0002,埼玉県,桶川市,赤堀2丁目15-3,048-728-0505,048-728-2702,http://www.kono-ironworks.co.jp/,エクステリア,
100円ショップセリア桶川坂田店,363-0009,埼玉県,桶川市,坂田東1丁目29-6,048-729-0525,N.A.,http://www.seria-group.com/,生活用品,
サンクス／桶川店,363-0028,埼玉県,桶川市,下日出谷西2丁目1-1,048-786-0534,048-773-3852,http://www.circleksunkus.jp/,コンビニ・スーパー・デパート,
さいたまコープコープ桶川店,363-0009,埼玉県,桶川市,坂田東3丁目27-7,048-729-0550,N.A.,http://mirai.coopnet.or.jp/,コンビニ・スーパー・デパート,
日生流通運輸倉庫株式会社,363-0006,埼玉県,桶川市,倉田大ノ地2324-1,048-729-0560,048-729-0561,http://nissei-ryutsu.com/,運送・貨物・倉庫,
理研計器株式会社,363-0011,埼玉県,桶川市,北1-25-33,048-775-0601,048-775-0606,http://www.rikenkeiki.co.jp/,製造・加工（電子・精密機械器具）,
こどもデイサービスいっぽ北上尾,363-0023,埼玉県,桶川市,朝日2丁目11-6,048-771-0611,048-786-7829,http://www.ephot.jp/,介護・福祉,
コープ情報システム株式会社,363-0002,埼玉県,桶川市,赤堀1-5,048-729-0622,048-728-1340,http://www.coopis.co.jp/,IT・情報通信,
三菱化学メディエンス株式会社埼玉サービスオフィス,363-0021,埼玉県,桶川市,泉1-8-7,048-789-0631,N.A.,http://www.medience.co.jp/,その他サービス,
三菱化学メディエンス株式会社埼玉営業所,363-0021,埼玉県,桶川市,泉1-8-7,048-789-0633,N.A.,http://www.medience.co.jp/,その他サービス,
高崎建設有限会社,363-0023,埼玉県,桶川市,朝日2-15-8,048-774-0641,N.A.,http://takaken-go.co.jp/,総合・職別工事業,
マクドナルド桶川マルエツ店,363-0017,埼玉県,桶川市,西2丁目9-37,048-778-0710,048-778-0710,http://www.mcdonalds.co.jp/,ファーストフード,
有限会社三浦建工,N.A.,埼玉県,桶川市,小針領家239-5,048-729-0710,N.A.,http://www.kokusaig.co.jp/,建設業・工務店,
セブンイレブン／桶川五丁台店,363-0004,埼玉県,桶川市,大字五町臺63-1,048-727-0775,N.A.,http://www.sej.co.jp/,コンビニ・スーパー・デパート,
有限会社加藤生花店,363-0017,埼玉県,桶川市,西1丁目12-10,048-774-0790,048-775-0818,http://www.katohseika.co.jp/,ガーデニング,
エチュード音楽教室,363-0011,埼玉県,桶川市,北1丁目14-1,048-774-0874,048-774-0874,http://etude-ongaku.com/,音楽,
カオルキッズランド保育園,363-0022,埼玉県,桶川市,若宮1丁目1-13,048-789-0888,048-789-0887,http://www.asa.ne.jp/,幼稚園・保育施設,
桶川市商工会,363-0024,埼玉県,桶川市,鴨川1丁目4-3,048-786-0903,048-786-0904,http://www.city.okegawa.lg.jp/,組合・団体,
さきたま清掃社,363-0009,埼玉県,桶川市,坂田東3丁目18-1,048-727-0930,048-728-6379,http://sakitama-c.com/,住まいのクリーニング,
株式会社三国ホーム,363-0022,埼玉県,桶川市,若宮2-6-37,048-789-1000,048-789-5000,http://www.mikuni-home.co.jp/,不動産,
まるかのう,363-0016,埼玉県,桶川市,寿1丁目11-10,048-771-1012,048-773-1499,http://www.marukanou.co.jp/,結婚・宴会,
あいとう祭典,363-0024,埼玉県,桶川市,鴨川1丁目11-19,048-786-1018,048-787-5080,http://www9.plala.or.jp/,賃貸・レンタル,
武村昌一,363-0015,埼玉県,桶川市,南1丁目8-8,048-771-1032,048-771-1375,http://www.saiyado.com/,ホテル・ペンション,
桶川市役所／加納公民館,363-0008,埼玉県,桶川市,大字坂田982-1,048-728-1040,048-728-1040,http://www.city.okegawa.lg.jp/,市区町村機関,
桶川福音自由教会,363-0001,埼玉県,桶川市,大字加納147-5,048-774-1045,048-774-1045,http://okefc.web.fc2.com/,宗教,
大塚屋洋品店,363-0015,埼玉県,桶川市,南2丁目6-5,048-771-1048,048-771-1201,http://www2.tbb.t-com.ne.jp/,洋服,
中村屋,363-0016,埼玉県,桶川市,寿1丁目15-20,048-771-1066,048-771-1089,http://matsuri-yo-hin.com/,イベント,
ファミリーマート桶川加納店,363-0001,埼玉県,桶川市,大字加納864,048-729-1082,N.A.,http://www.family.co.jp/,コンビニ・スーパー・デパート,
今福屋,363-0017,埼玉県,桶川市,西1丁目12-13,048-771-1101,048-771-1174,http://www.imafukuya.com/,そば・うどん,
太陽紙業株式会社,N.A.,埼玉県,桶川市,坂田860-3,048-728-1111,048-728-6628,http://www.taiyoshigyo.co.jp/,その他サービス,
桶川市役所／桶川市民ホール,363-0022,埼玉県,桶川市,若宮1丁目5-9,048-789-1113,N.A.,http://www.city.okegawa.lg.jp/,市区町村機関,
三国ワイン株式会社,363-0001,埼玉県,桶川市,加納180,048-774-1121,048-777-7157,http://www.mikuniwine.co.jp/,販売・卸（食料品）,
株式会社石井工務店,363-0027,埼玉県,桶川市,川田谷1375-3,048-786-1131,048-786-1914,http://www.ishii-k.com/,建設業・工務店,
キックゾーン／桶川店,363-0024,埼玉県,桶川市,鴨川1丁目5-8,048-789-1134,048-789-1133,https://www.g-foot.co.jp/,靴・かばん・小物,
AMC関東本部,363-0013,埼玉県,桶川市,東2丁目8-5,048-775-1150,048-772-2443,http://www.wedding-amc.com/,相談・調査,
ぱせり,363-0016,埼玉県,桶川市,寿1丁目13-10,048-771-1158,048-771-1167,http://www.paseri-t.co.jp/,贈り物・みやげ,
新井歯科医院,363-0013,埼玉県,桶川市,東1丁目4-2,048-771-1162,N.A.,http://www.araidc.jp/,歯科系,
漆間幸子税理士事務所,363-0027,埼玉県,桶川市,大字川田谷2076-1,048-787-1172,048-787-3607,http://uruma-zeirishi.com/,士業・コンサルタント,
べに花の郷／ケアハウス,363-0008,埼玉県,桶川市,大字坂田516-1,048-729-1177,048-729-1178,http://www.benibananosato.or.jp/,介護・福祉,
マメトラ農機株式会社,363-0017,埼玉県,桶川市,西2-9-37,048-771-1181,048-771-1529,http://www.mametora.co.jp/,販売・卸（工作機械・一般機械器具）,
埼玉県央広域消防本部／桶川消防署,363-0011,埼玉県,桶川市,北1丁目25-23,048-773-1190,048-776-4301,http://www.ken-o.or.jp/,消防・警察,
大同工機株式会社,N.A.,埼玉県,桶川市,赤堀1丁目17番地,048-728-1211,048-728-1911,http://www.daidomachines.com/,製造・加工（工作機械・一般機械器具）,
栄屋菓子舗,363-0016,埼玉県,桶川市,寿1丁目15-22,048-771-1222,048-771-1222,http://www.e-sakaeya.net/,食料品,
おけがわ幼稚園,363-0016,埼玉県,桶川市,寿2丁目10-4,048-771-1238,048-771-2258,http://www.youchien.net/,幼稚園・保育施設,
べに花の郷居宅介護支援事業所,363-0008,埼玉県,桶川市,大字坂田516-1,048-729-1240,048-729-1178,http://www.benibananosato.or.jp/,介護・福祉,
べに花の郷／デイサービスセンター,363-0008,埼玉県,桶川市,大字坂田516-1,048-729-1241,048-729-1178,http://www.benibananosato.or.jp/,介護・福祉,
有限会社大木ミシン商会,363-0016,埼玉県,桶川市,寿1丁目12-10,048-771-1246,048-773-9954,http://www.ookimishin.jp/,裁縫・手芸,
桶川市立／桶川小学校,363-0017,埼玉県,桶川市,西1丁目4-27,048-771-1259,048-775-3841,http://schit.net/,小・中・高・大学等,
有限会社沢屋酒店,363-0011,埼玉県,桶川市,北2丁目1-1,048-771-1279,048-771-1523,http://www.sawaya.co.jp/,酒・飲料品,
マミーマート桶川坂田店,363-0009,埼玉県,桶川市,坂田東1丁目29-6,048-729-1300,048-729-1302,http://mami-mart.com/,コンビニ・スーパー・デパート,
株式会社藤城運輸倉庫,363-0025,埼玉県,桶川市,下日出谷303,048-786-1315,N.A.,http://www.fujishiro-tw.co.jp/,運送・貨物・倉庫,
株式会社早瀬ホンダ,363-0011,埼玉県,桶川市,北1-22-30,048-771-1319,048-776-2399,http://www2.suzuki.co.jp/,バイク用品,
あだち野農協／川田谷支店,363-0027,埼玉県,桶川市,大字川田谷2887,048-787-1333,048-787-1791,http://www.jabank-saitama.or.jp/,葬儀,
桶川市立／川田谷小学校,363-0027,埼玉県,桶川市,大字川田谷4213,048-786-1335,048-786-9303,http://schit.net/okegawa/eskawataya/,小・中・高・大学等,
桶川市立／桶川西中学校,363-0027,埼玉県,桶川市,大字川田谷3680-1,048-787-1342,048-787-3564,http://www.okegawanishi-jh.ed.jp/nishi/htdocs/,小・中・高・大学等,
古本市場桶川店,363-0017,埼玉県,桶川市,西2丁目8-44,048-778-1366,048-441-5218,http://www.furu1.net/,本,
ココス桶川朝日店,363-0023,埼玉県,桶川市,朝日1丁目26-1,048-770-1381,048-940-0169,http://www.cocos-jpn.co.jp/,レストラン,
丸亀製麺桶川店,363-0008,埼玉県,桶川市,大字坂田1652-1,048-775-1383,N.A.,http://www.toridoll.com/,そば・うどん,
桶川市立／鴨川保育所,363-0025,埼玉県,桶川市,大字下日出谷88-4,048-786-1437,N.A.,http://www.city.okegawa.lg.jp/,幼稚園・保育施設,
有限会社ナルセ,N.A.,埼玉県,桶川市,上日出谷343-2,048-786-1465,048-786-1469,http://www.naruse-kansou.com/,その他サービス,
関東菱油株式会社／桶川店,363-0011,埼玉県,桶川市,北2丁目3-5,048-771-1468,048-771-1468,http://www.kanto-ryoyu.co.jp/,ガソリンスタンド,
大和屋,363-0016,埼玉県,桶川市,寿2丁目6-13,048-771-1472,048-771-7413,http://www.yamato-ya.jp/,和服,
株式会社埼玉りそな銀行／桶川支店,363-0013,埼玉県,桶川市,東1丁目1-18,048-773-1481,048-773-9542,http://www.resona-gr.co.jp/,金融・郵貯・貸金,
埼玉県／さいたま文学館,363-0022,埼玉県,桶川市,若宮1丁目5-9,048-789-1515,048-789-1517,http://www.saitama-bungakukan.org/,映画・劇場・会館,
寿設備工業株式会社,363-0024,埼玉県,桶川市,鴨川2丁目3-16,048-789-1551,048-789-1550,http://www.sinanen.com/,住まいのクリーニング,
島村電業株式会社,N.A.,埼玉県,桶川市,東1-6-21,048-771-1557,N.A.,http://www.shima-den.jp/,建設業・工務店,
スタジオワイズスピリッツ,363-0016,埼玉県,桶川市,寿2丁目1-8,048-779-1581,N.A.,http://www.ballet-spirits2003.com/,ダンス・おどり,
日生流通運輸倉庫株式会社,363-0002,埼玉県,桶川市,赤堀1-2,048-728-1582,048-728-7893,http://nissei-ryutsu.com/,運送・貨物・倉庫,
株式会社キョーセイ,363-0004,埼玉県,桶川市,大字五丁台30-1,048-729-1601,048-729-1631,http://www.kyosei-sp.co.jp/,製造・加工（鉄鋼製品）,
