▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
佐川文教,318-0103,茨城県,高萩市,大字大能366-2,0293-28-0009,029-225-6847,http://www.ibaraki-ringyo.jp/,運送・貨物・倉庫,
高萩歯科クリニック,318-0031,茨城県,高萩市,春日町2丁目36,0293-24-0077,0293-24-0077,http://www.takahagi-shika.com/,歯科系,
高萩市役所／健康福祉部／高齢福祉課・総合福祉センター,318-0031,茨城県,高萩市,春日町3丁目10,0293-22-0080,0293-22-0700,http://www.city.takahagi.ibaraki.jp/,市区町村機関,
松岩寺,318-0106,茨城県,高萩市,大字下君田1569,0293-28-0106,0293-28-0116,http://www10.plala.or.jp/,宗教,
茨城県警察本部／高萩警察署,318-0002,茨城県,高萩市,大字高戸315-10,0293-24-0110,N.A.,http://www.pref.ibaraki.jp/,消防・警察,
高萩山の湯,318-0004,茨城県,高萩市,大字上手綱3028,0293-23-0126,0293-23-5582,http://www.yama-yu.com/,旅館・民宿,
松籟荘,318-0003,茨城県,高萩市,大字下手綱1951-8,0293-24-0207,0293-24-0209,http://www.health-care.or.jp/,介護・福祉,
ブードゥースタジオ,318-0014,茨城県,高萩市,東本町1丁目46,0293-24-0217,N.A.,http://www.voodoostudio.jp/,音楽,
ソフトバンクベイシアスーパーモール高萩店,318-0003,茨城県,高萩市,大字下手綱1058,0293-22-0286,0293-20-1805,http://www.softbank.jp/,電話・通信,
高萩市立／君田中学校,318-0106,茨城県,高萩市,大字下君田682,0293-28-0402,0293-20-3253,http://www.city.takahagi.ibaraki.jp/,小・中・高・大学等,
高萩市役所／松岡地区公民館,318-0003,茨城県,高萩市,大字下手綱787-1,0293-24-0424,0293-24-0424,http://www.city.takahagi.ibaraki.jp/,市区町村機関,
鈴勇住宅建築設計事務所,318-0106,茨城県,高萩市,大字下君田1184,0293-28-0520,0293-28-0028,http://www.suzuyu-j.com/,リフォーム,
茨城県米平公共育成牧場,318-0104,茨城県,高萩市,大字中戸川2096,0293-28-0555,0293-28-0410,http://www.ibatiku.jp/,農業,
それいゆ病院,318-0004,茨城県,高萩市,大字上手綱268,0293-24-0770,0293-24-4173,http://www.takahagi-soleil-hospital.jp/,内科系,
高萩ふれあいの里フィッシングエリア,318-0105,茨城県,高萩市,大字上君田1791,0293-28-0814,0293-28-0814,http://ayanao2003.web.fc2.com/,アウトドア,
玖台寺,318-0021,茨城県,高萩市,大字安良川686,0293-24-0833,0293-22-3340,http://www.kyudaiji.net/,宗教,
極東製薬工業株式会社／配送センター,318-0004,茨城県,高萩市,大字上手綱3333-26,0293-23-0902,N.A.,https://ssl.kyokutoseiyaku.co.jp/,製造・加工（医療・薬関連）,
極東製薬工業株式会社／研究開発部,318-0004,茨城県,高萩市,大字上手綱3333-26,0293-23-0909,N.A.,https://ssl.kyokutoseiyaku.co.jp/,製造・加工（医療・薬関連）,
極東製薬工業株式会社／高萩工場,318-0004,茨城県,高萩市,大字上手綱3333-26,0293-23-0911,0293-23-7324,https://ssl.kyokutoseiyaku.co.jp/,製造・加工（医療・薬関連）,
株式会社やまとセレモニーホール,318-0014,茨城県,高萩市,東本町3丁目1-6,0293-22-0983,0293-24-4567,http://www.yamato-ceremony.com/,イベント,
ガスト／高萩店,318-0021,茨城県,高萩市,大字安良川187-2,0293-20-1006,N.A.,http://www.skylark.co.jp/,レストラン,
ココス／高萩店,318-0013,茨城県,高萩市,高浜町3丁目11,0293-20-1031,0293-20-1032,http://www.cocos-jpn.co.jp/,レストラン,
ニダック株式会社／高萩工場,318-0004,茨城県,高萩市,大字上手綱3641,0293-24-1111,03-3256-0728,http://www.nidak.com/,製造・加工（金属製品）,
ケーズデンキ高萩店,318-0021,茨城県,高萩市,大字安良川237-1,0293-20-1120,0293-20-1321,https://www.ksdenki.com/shop/default.aspx,家電,
県北医療センター高萩協同病院,318-0004,茨城県,高萩市,大字上手綱字上ヶ穂町1006-9,0293-23-1122,N.A.,http://www.takahagi-kyodo-hp.jp/,医院・診療所・療養所,
高萩市役所／中央公民館,318-0034,茨城県,高萩市,大字高萩17,0293-23-1125,0293-24-4788,http://www.city.takahagi.ibaraki.jp/,市区町村機関,
サンユーストアー新手綱店,318-0003,茨城県,高萩市,大字下手綱1487,0293-24-1144,0293-24-1146,http://www.sanyu-store.jp/,コンビニ・スーパー・デパート,
幸楽苑高萩店,318-0014,茨城県,高萩市,東本町3丁目78,0293-20-1150,0293-20-1150,http://www.kourakuen.co.jp/,レストラン,
オーシャンスイミングクラブ,318-0002,茨城県,高萩市,大字高戸466,0293-24-1155,0293-24-1157,http://www.ocean-sport.jp/,スポーツ,
トヨタカローラ新茨城株式会社／北茨城店,318-0001,茨城県,高萩市,大字赤浜999,0293-23-1155,0293-23-2077,https://www.corolla-si.com/index.php,自動車販売,
茨城ダイハツ販売株式会社北茨城店,318-0001,茨城県,高萩市,大字赤浜954-1,0293-20-1171,0293-24-2271,http://www.ibaraki-daihatsu.co.jp/,自動車販売,
高萩ニッカン株式会社,318-0004,茨城県,高萩市,大字上手綱3641-9,0293-23-1171,N.A.,http://www.nikkan-ind.co.jp/,製造・加工（非鉄金属製品）,
生化学工業株式会社／高萩工場,318-0001,茨城県,高萩市,大字赤浜258-5,0293-23-1181,0293-23-7542,https://www.seikagaku.co.jp/ja/index.html,製造・加工（医療・薬関連）,
ひがし歯科医院,318-0014,茨城県,高萩市,東本町2-46-4,0293-24-1182,N.A.,http://www.higashidental.com/,歯科系,
サンユーストアー／秋山店,318-0023,茨城県,高萩市,大字島名2155,0293-24-1211,0293-43-0338,http://www.sanyu-store.jp/,コンビニ・スーパー・デパート,
やすらぎの丘温泉病院,318-0003,茨城県,高萩市,大字下手綱1951-6,0293-24-1212,0293-24-0327,http://www.onsenbyoin.com/,医院・診療所・療養所,
あさ川製菓株式会社ベイシア高萩モール店,318-0003,茨城県,高萩市,大字下手綱1058,0293-22-1213,029-247-8999,http://www.kashi.co.jp/,お菓子・スイーツ,
マクドナルド／高萩モールベイシア店,318-0003,茨城県,高萩市,大字下手綱1058,0293-20-1266,0293-20-1266,http://www.mcdonalds.co.jp/,ファーストフード,
ホームセンターカンセキ高萩店,318-0021,茨城県,高萩市,大字安良川155-1,0293-20-1311,0242-73-2011,http://www.kanseki.co.jp/,生活用品,
プレビタイム・アミューズメント,318-0021,茨城県,高萩市,大字安良川231,0293-22-1400,0293-22-1400,http://www.plabi.com/,プレイスポット,
株式会社アクティオ,318-0004,茨城県,高萩市,上手綱3266,0293-24-1411,0293-24-2830,http://www.aktio.co.jp/,リース・レンタル,
TAKAHAGI・ホテルクレスト,318-0031,茨城県,高萩市,春日町2丁目25,0293-24-1414,0293-23-1072,http://hotel-crest.net/,ホテル・ペンション,
ケアハウスたかはぎ,318-0021,茨城県,高萩市,大字安良川269-70,0293-20-1500,0293-20-1503,http://www.jsdi.or.jp/,介護・福祉,
株式会社アスカ技研,318-0034,茨城県,高萩市,大字高萩1026,0293-24-1521,0293-24-1242,http://www.askgr.co.jp/,電話・通信,
高久塾／高萩教室,318-0003,茨城県,高萩市,大字下手綱1565,0293-23-1569,0293-23-2823,http://www.takakuzyuku.net/,書道・そろばん,
イエローハット／高萩店,318-0001,茨城県,高萩市,大字赤浜396-2,0293-20-1680,N.A.,http://www.yellowhat.jp/,車検・整備・修理,
株式会社テンダーケアジャパン,318-0033,茨城県,高萩市,本町3-135,0293-24-1888,N.A.,http://www.helpercall.com/,介護・福祉,
あいぱるホール高萩会館,318-0033,茨城県,高萩市,本町2丁目229,0293-23-2000,0293-24-0388,http://www.ipal.co.jp/,賃貸・レンタル,
