▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
株式会社サンメリー,350-0269,埼玉県,坂戸市,にっさい花みず木7丁目3番,049-281-0000,N.A.,http://sunmerrys.co.jp/,食料品,
アイメガネ坂戸にっさい店コンタクトレンズセンター,350-0269,埼玉県,坂戸市,にっさい花みず木3丁目11-3,049-280-0001,N.A.,http://www.aimegane.com/,生活用品,
アイメガネ坂戸北口駅前店コンタクトレンズセンター,350-0225,埼玉県,坂戸市,日の出町1-1,049-282-0001,049-288-1133,http://www.aimegane.com/,生活用品,
株式会社丸広百貨店坂戸店,350-0229,埼玉県,坂戸市,薬師町28-1,049-288-0001,N.A.,http://www.maruhiro.co.jp/,コンビニ・スーパー・デパート,
株式会社長太郎不動産坂戸駅前店,350-0233,埼玉県,坂戸市,南町3-1,049-289-0002,049-289-0003,http://www.choutarou.co.jp/,不動産,
株式会社長太郎不動産若葉駅前店,350-0215,埼玉県,坂戸市,関間4丁目13-2,049-280-0002,049-282-7117,http://www.choutarou.co.jp/,不動産,
ロック・フィールド,350-0233,埼玉県,坂戸市,南町16-2,049-282-0005,N.A.,http://rock-field.info/,美容院・理容店・毛髪業,
個別指導塾学習空間坂戸西教室,350-0231,埼玉県,坂戸市,泉町14-23-108,049-288-0006,049-288-0006,http://www.gakushu-kukan.com/,塾・予備校,
第一プラザ坂戸にっさい店,350-0268,埼玉県,坂戸市,大字金田148-1,049-288-0008,N.A.,http://www.daiichi-plaza.com/,屋内遊戯,
株式会社住研川越坂戸店,350-0225,埼玉県,坂戸市,日の出町2-6,049-288-0011,049-288-0015,http://www.apamanshop.com/,不動産,
株式会社新井製作所,350-0246,埼玉県,坂戸市,大字多和目288-1,049-287-0011,049-287-0022,http://www.arai-kk.jp/,リース・レンタル,
関口守正建材株式会社,350-0227,埼玉県,坂戸市,仲町3-39,049-281-0014,049-281-0569,http://sekiken.co/,販売・卸（建設資材）,
