▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
ガトーフェスタ・ハラダ／中山道店,370-1301,群馬県,高崎市,新町2669,0274-42-0001,0274-42-6160,http://www.gateaufesta-harada.com/,お菓子・スイーツ,
築地食堂源ちゃんイオンモール高崎店,370-3521,群馬県,高崎市,棟高町1400,027-310-0002,03-6212-0132,http://www.cyp-jp.com/,レストラン,
特別養護老人ホーム悠ゆう,370-0036,群馬県,高崎市,南大類町1210,027-353-0002,027-353-0399,http://www15.plala.or.jp/,介護・福祉,
株式会社インターゾーン,370-0073,群馬県,高崎市,緑町3-2-7,027-387-0003,027-387-0004,http://www.inter-zone.jp/,広告・マーケティング,
群馬県庁／その他機関／鳥獣被害対策支援センター,370-3105,群馬県,高崎市,箕郷町西明屋1009-1,027-371-0003,027-371-0090,http://www.pref.gunma.jp/,都道府県機関,
マルハン倉賀野店,370-1201,群馬県,高崎市,倉賀野町3113-1,027-345-0005,027-345-0006,http://www.maruhan.co.jp/,屋内遊戯,
株式会社ワールドホーム,370-0074,群馬県,高崎市,下小鳥町720,027-363-0005,027-363-0010,http://www.worldhome.co.jp/,リフォーム,
本の家,370-0852,群馬県,高崎市,中居町4丁目31-17,027-352-0006,027-352-4613,http://honnoie.sakura.ne.jp/,本,
MWS日高・シニアトレーニングジム,370-0004,群馬県,高崎市,井野町1037-1,027-387-0007,027-387-0008,https://mws-hidaka.jp/,スポーツ,
ムーバーズアンドグルーバーズ,370-0052,群馬県,高崎市,旭町40-1,027-325-0007,027-325-0007,http://www.shouto-takasaki.com/,洋服,
株式会社アルファプラン高崎支店,370-0031,群馬県,高崎市,上大類町827-1,027-322-0007,027-210-5778,http://www.alphaplan.co.jp/,エクステリア,
株式会社佐藤建設工業,370-0884,群馬県,高崎市,八幡町710-1,027-395-0007,027-395-0006,http://www.sato-kenko.com/,リフォーム,
丸文運輸株式会社,370-0855,群馬県,高崎市,下佐野町67-2,027-346-0007,027-346-3425,http://www.marubun-unyu.com/,運送・貨物・倉庫,
cocochi,370-0075,群馬県,高崎市,筑縄町50-8,027-362-0008,N.A.,http://cocochimegane.blog.fc2.com/,生活用品,
トーホーポリマー株式会社,370-3531,群馬県,高崎市,足門町1533,027-373-0009,027-373-1379,http://www.toho-polymer.co.jp/,製造・加工（化学・プラスチック）,
割田歯科医院,370-1203,群馬県,高崎市,矢中町311-15,027-353-0009,N.A.,http://www.waritashika.com/,歯科系,
株式会社群馬総合土地販売／本社,370-0053,群馬県,高崎市,通町76,027-323-0009,027-323-7570,http://www.gs21.co.jp/,不動産,
タルヤ建設株式会社,370-0044,群馬県,高崎市,岩押町18-1,027-387-0010,027-387-0017,http://www.taruya.co.jp/,建設業・工務店,
しののめ信用金庫／倉賀野支店,370-1201,群馬県,高崎市,倉賀野町441-1,027-347-0011,027-347-2700,http://www.shinonome-shinkin.jp/,金融・郵貯・貸金,
ビーライト相続法務事務所,370-0852,群馬県,高崎市,中居町4丁目7-5,027-395-0011,027-395-0012,http://www.be-right.jp/,士業・コンサルタント,
ビジネスホテル寿々屋,370-0053,群馬県,高崎市,通町22,027-327-0011,027-327-0988,http://suzuya-hotel.jp/,ホテル・ペンション,
食の駅ぐんま高崎店,370-3521,群馬県,高崎市,棟高町2411,027-310-0011,027-219-3101,http://shokunoeki-takasaki.on.omisenomikata.jp/,道の駅,
有限会社建大矢島,370-0001,群馬県,高崎市,中尾町541-2,027-364-0012,027-381-6402,https://kendaiyajima.com/,総合・職別工事業,
ルネスふれ愛の家,370-3523,群馬県,高崎市,福島町752-13,027-372-0017,027-372-0032,http://www.runes.or.jp/,介護・福祉,
榛名観光タクシー／事務所,370-0801,群馬県,高崎市,上並榎町1284-1,027-343-0020,027-344-4959,http://www.117harukan.com/,タクシー,
TSUTAYA／上中居店,370-0851,群馬県,高崎市,上中居町718-5,027-328-0022,027-328-0212,http://store-tsutaya.tsite.jp/store_index.html?ta16x=x2,賃貸・レンタル,
おこのぎ法律事務所（弁護士法人）,370-0828,群馬県,高崎市,宮元町95,027-325-0022,027-325-2210,http://www.houjinryouma.jp/,士業・コンサルタント,
ひらい接骨院,370-0015,群馬県,高崎市,島野町890-67,027-352-0022,N.A.,http://www.hirai-sekkotsuin.jp/,整体等各種療術,
群馬銀行／中泉支店,370-3524,群馬県,高崎市,中泉町765-5,027-372-0022,N.A.,http://www.gunmabank.co.jp/,金融・郵貯・貸金,
いずみ薬局金古店,370-3511,群馬県,高崎市,金古町52-5,027-395-0023,027-395-0023,http://izumi-group.com/,薬,
保母歯科医院,370-3345,群馬県,高崎市,上里見町664,027-374-0024,N.A.,http://www.hoboshika.info/,歯科系,
レッツクロサキ／中居店,370-0852,群馬県,高崎市,中居町4丁目12-3,027-353-0030,027-352-4335,http://www.ric.hi-ho.ne.jp/,家電,
サントノーレ高崎店,370-0069,群馬県,高崎市,飯塚町12-484,027-363-0033,027-361-8422,http://www.santnore.co.jp/,靴・かばん・小物,
株式会社イシダ／北関東営業所,370-0046,群馬県,高崎市,江木町1728,027-328-0034,027-328-2956,https://www.ishida.co.jp/ww/jp/,製造・加工（電子・精密機械器具）,
ヒラノ不動産,370-0081,群馬県,高崎市,浜川町1502-2,027-387-0036,027-387-0037,http://www.hirano.ws/,不動産,
はぐくみ農業協同組合／榛名支店,370-3345,群馬県,高崎市,上里見町360-1,027-374-0039,N.A.,http://www.ja-hagukumi.or.jp/,組合・団体,
ビジネスホテルフォーマル,370-0842,群馬県,高崎市,北双葉町5-1,027-323-0040,027-322-9281,http://www6.plala.or.jp/,ホテル・ペンション,
株式会社アルファ,370-0883,群馬県,高崎市,剣崎町141-2,027-388-0040,027-388-0043,http://www.kk-alpha.com/,製造・加工（化学・プラスチック）,
ケアサポートセンターようざん倉賀野,370-1201,群馬県,高崎市,倉賀野町2189-3,027-387-0043,N.A.,http://www.youzan.jp/,介護・福祉,
TAGO-STUDIO-TAKASAKI,370-0831,群馬県,高崎市,あら町5-3,027-395-0044,N.A.,http://tagostudio.com/,音楽,
株式会社町田ギヤー製作所,N.A.,群馬県,高崎市,上豊岡町530番地,027-324-0045,027-326-9362,http://www.machida-gear.co.jp/,製造・加工（工作機械・一般機械器具）,
群馬県庁／その他機関／高浜発電事務所,370-3333,群馬県,高崎市,高浜町248-1,027-343-0047,027-343-1201,https://www.pref.gunma.jp/,都道府県機関,
カワチ薬品飯塚店,370-0069,群馬県,高崎市,飯塚町220,027-361-0051,N.A.,http://www.cawachi.co.jp/,薬,
ザ・ダイソー高崎引間町店,370-3517,群馬県,高崎市,引間町1078-1,027-310-0052,N.A.,http://www.daiso-sangyo.co.jp/,生活用品,
群馬県立／榛名高等学校,370-3342,群馬県,高崎市,下室田町953,027-374-0053,027-374-5684,http://www.nc.harukou-hs.gsn.ed.jp/,小・中・高・大学等,
あらい歯科,370-2127,群馬県,高崎市,吉井町長根1457-7,027-386-0055,027-387-1200,http://www.arai-shika.jp/,歯科系,
株式会社広田住宅センター,370-0824,群馬県,高崎市,田町92,027-325-0055,027-330-1181,http://www.i-hirota.com/,不動産,
蛇の目ミシン工業株式会社,370-0046,群馬県,高崎市,江木町1510-1,027-324-0055,027-324-0056,http://www.janome.co.jp/,製造・加工（工作機械・一般機械器具）,
ネイル・プルミエール,370-0042,群馬県,高崎市,貝沢町424-2,027-387-0056,N.A.,http://www.nail-premiere.net/,美容・コスメ,
株式会社ビケン110番システム,370-0016,群馬県,高崎市,矢島町594-1,027-395-0061,027-353-6999,http://110biken.com/,防犯・防火,
アグーリbyShangoE’site高崎店,370-0849,群馬県,高崎市,八島町222,027-395-0065,N.A.,http://shango.co.jp/,ファーストフード,
メガネのイタガキ高崎福島店,370-3523,群馬県,高崎市,福島町740-1,027-310-0066,0270-24-1805,http://www.megane-itagaki.co.jp/,生活用品,
双葉金型部品販売株式会社,N.A.,群馬県,高崎市,矢中町315-3,027-353-0067,027-353-0931,http://www.fkh-futaba.jp/,製造・加工（工作機械・一般機械器具）,
中嶋不動産事務所,370-0874,群馬県,高崎市,中豊岡町510-16,027-324-0072,027-324-0208,http://www.bea.hi-ho.ne.jp/,不動産,
新栄堂,370-0001,群馬県,高崎市,中尾町1244-5,027-362-0074,027-364-3039,http://www.sineido.com/,占い,
長沼石材店,370-3511,群馬県,高崎市,金古町1937,027-373-0074,N.A.,http://ngnm.net/,造園,
ビスコッティー,370-0018,群馬県,高崎市,新保町274-2,027-370-0075,027-370-0076,http://www.dyp.co.jp/,家具・インテリア,
高崎市山田かまち美術館,370-0862,群馬県,高崎市,片岡町3丁目23,027-321-0077,N.A.,http://www.city.takasaki.gunma.jp/,博物館・美術館,
ファイン・ブライダル,370-0058,群馬県,高崎市,九蔵町25-1,027-388-0081,027-388-0080,http://www.fine-konpo.com/,相談・調査,
株式会社ディーワイプラン,370-0018,群馬県,高崎市,新保町274番地2,027-370-0081,027-370-0082,http://www.dyp.co.jp/,建設業・工務店,
株式会社三山建設,370-0041,群馬県,高崎市,東貝沢町2丁目30-6,027-395-0082,N.A.,http://www.e-house-miyama.com/,総合・職別工事業,
株式会社桧家住宅上信越／高崎展示場,370-3517,群馬県,高崎市,引間町1112,027-310-0085,0480-24-4116,http://www.hinokiya.jp/,総合・職別工事業,
