▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
今金町役場,049-4308,北海道,瀬棚郡今金町,字今金48-1,0137-82-0111,0137-82-2492,http://www.hakodate.or.jp/,市区町村機関,
東ハイヤー今金営業所,049-4308,北海道,瀬棚郡今金町,字今金142,0137-82-0166,0137-84-5495,http://azumahire.ikidane.com/,タクシー,
ぴりかファーム（農事組合法人）,049-4331,北海道,瀬棚郡今金町,字田代329-6,0137-82-0188,0137-82-0158,http://user.host.jp/,農業,
今金町農協,049-4308,北海道,瀬棚郡今金町,字今金141,0137-82-0211,0137-82-0641,http://www.ja-imakane.or.jp/,組合・団体,
北海道銀行今金支店,049-4308,北海道,瀬棚郡今金町,字今金173-2,0137-82-0231,0137-82-2292,http://www.hokkaidobank.co.jp/,金融・郵貯・貸金,
渡島総合振興局保健環境部今金地域保健支所,049-4308,北海道,瀬棚郡今金町,字今金107-2,0137-82-0251,0137-82-0534,http://www.oshima.pref.hokkaido.lg.jp/,保健所・税務署,
渡島総合振興局函館建設管理部今金出張所,049-4308,北海道,瀬棚郡今金町,字今金286-1,0137-82-0309,0137-82-0817,http://www.oshima.pref.hokkaido.lg.jp/,都道府県機関,
まるびし旅館,049-4308,北海道,瀬棚郡今金町,字今金234,0137-82-0811,0137-82-3236,http://www16.plala.or.jp/,旅館・民宿,
有限会社うまいベイこだわり工房,049-4308,北海道,瀬棚郡今金町,字今金435-270,0137-82-1770,0137-82-1770,http://www15.plala.or.jp/,食料品,
グループホームすえひろ,049-4308,北海道,瀬棚郡今金町,字今金358-13,0137-82-2422,0137-82-2412,http://care-net.biz/,介護・福祉,
やすらぎペットメモリアル,049-4308,北海道,瀬棚郡今金町,字今金435-314,0137-82-2563,N.A.,http://www6.plala.or.jp/,ペット霊園・葬祭,
北海道今金高等養護学校,049-4308,北海道,瀬棚郡今金町,字今金454-1,0137-82-3121,0137-82-3092,http://www.imayou.hokkaido-c.ed.jp/,特殊教育諸学校,
いまかねホテル,049-4308,北海道,瀬棚郡今金町,字今金435-270,0137-82-3333,0137-82-1414,http://www.hotel-imakane.com/,リース・レンタル,
イエローグローブ今金店,049-4327,北海道,瀬棚郡今金町,字神丘546-23,0137-82-3411,0137-82-3618,http://www.yellow-glove.com/,生活用品,
今金町観光協会,049-4308,北海道,瀬棚郡今金町,字今金142-39,0137-82-3561,N.A.,http://imakane-kankou.com/,観光・温泉・銭湯,
パチンコボンボン今金店,049-4331,北海道,瀬棚郡今金町,字田代62-17,0137-82-3777,N.A.,http://www.p-world.co.jp/,屋内遊戯,
ドコモショップサテライト今金店,049-4327,北海道,瀬棚郡今金町,字神丘546-23,0137-82-3911,0137-82-3611,https://www.nttdocomo.co.jp/,電話・通信,
道路工業株式会社,049-4308,北海道,瀬棚郡今金町,字今金390番地1,0137-82-4151,N.A.,http://www.dorokogyo.co.jp/,建設業・工務店,
今金診療所,049-4308,北海道,瀬棚郡今金町,字今金359-12,0137-82-4187,N.A.,http://www.nonohana-family.or.jp/,内科系,
クアプラザピリカ,049-4151,北海道,瀬棚郡今金町,字美利河205-1,0137-83-7111,0137-83-7163,http://www.kurplazapirika.net/,ウィンタースポーツ,
