▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
飛翔食房,038-3503,青森県,北津軽郡鶴田町,大字鶴田字押上52,0173-23-1030,0173-23-1033,http://www.jomon.ne.jp/,介護・福祉,
つるた調剤薬局,038-3503,青森県,北津軽郡鶴田町,大字鶴田字早瀬24-1,0173-23-1102,0173-23-1107,http://www.suzuran-ph.jp/,薬,
スーパーストア鶴田フッドリバーモール店,038-3503,青森県,北津軽郡鶴田町,大字鶴田字中泉245-1,0173-23-1147,0173-23-1717,http://www.superstore.co.jp/,コンビニ・スーパー・デパート,
株式会社食創,038-3515,青森県,北津軽郡鶴田町,大字山道字忍田58-3小野寺幸夫方,0173-23-1957,0173-23-1958,http://www.shokusou.co.jp/,食料品,
五所川原地区消防事務組合鶴田消防署,038-3503,青森県,北津軽郡鶴田町,大字鶴田字早瀬194-1,0173-22-2131,0173-22-5536,http://www.bousai.pref.aomori.jp/,消防・警察,
JR東日本／鶴泊駅,038-3522,青森県,北津軽郡鶴田町,大字鶴泊字梅林91-2,0173-22-2152,N.A.,https://www.jreast.co.jp/,交通機関,
つがる西北五広域連合鶴田診療所,038-3503,青森県,北津軽郡鶴田町,大字鶴田字鷹ノ尾34,0173-22-2261,0173-22-5484,http://www.tsgren.jp/,市区町村機関,
有限会社西北五クリーン社,038-3521,青森県,北津軽郡鶴田町,大字菖蒲川字前田142-3,0173-22-2502,0173-22-2502,http://www.shg-5351.co.jp/,ゴミ収集・資源回収,
株式会社新岡組,038-3511,青森県,北津軽郡鶴田町,大字横萢字矢留崎163-4,0173-28-2690,0173-28-2685,http://team-newhills.com/,総合・職別工事業,
鶴田町立／菖蒲川小学校,038-3521,青森県,北津軽郡鶴田町,大字菖蒲川字一本柳71-1,0173-22-2775,0173-23-1804,http://syoubukawa.seesaa.net/,小・中・高・大学等,
珈琲いしむら,038-3503,青森県,北津軽郡鶴田町,大字鶴田字生松127-2,0173-22-2851,N.A.,http://2851.net/,喫茶店・カフェ,
はばたけ寮,038-3503,青森県,北津軽郡鶴田町,大字鶴田字沖津194-3,0173-22-2929,0173-23-1033,http://www.jomon.ne.jp/,介護・福祉,
一心亭鶴田店,038-3515,青森県,北津軽郡鶴田町,大字山道字忍田54-1,0173-23-2989,0173-23-1989,http://www.isshintei.co.jp/,レストラン,
青い森信用金庫鶴田支店,038-3503,青森県,北津軽郡鶴田町,大字鶴田字生松79-2,0173-22-3138,N.A.,http://www.aoimorishinkin.co.jp/,金融・郵貯・貸金,
鈴木板金工業,038-3503,青森県,北津軽郡鶴田町,鶴田字早瀬56-2,0173-22-3167,N.A.,http://www.suzukibankin.biz/,リフォーム,
東北富士株式会社,038-3522,青森県,北津軽郡鶴田町,大字鶴泊字梅林129-1,0173-22-3242,0173-22-3473,http://www.fujigousei.co.jp/,製造・加工（電子・精密機械器具）,
みちのく銀行鶴田支店,038-3503,青森県,北津軽郡鶴田町,大字鶴田字生松118,0173-22-3303,N.A.,http://www.michinokubank.co.jp/,金融・郵貯・貸金,
大泉開発株式会社鶴田事業本部,038-3503,青森県,北津軽郡鶴田町,大字鶴田字相原87-1,0173-22-3335,017-781-6070,http://www.taisen-dev.co.jp/,リフォーム,
社会福祉法人鶴田町社会福祉協議会,038-3503,青森県,北津軽郡鶴田町,鶴田沖津193,0173-22-3394,0173-22-6322,http://tsuruta-syakyo.or.jp/,介護・福祉,
株式会社菊地商会,038-3515,青森県,北津軽郡鶴田町,山道小泉61-5,0173-22-3555,0173-22-6601,http://www.meltto.co.jp/,総合・職別工事業,
有限会社三浦建設,038-3503,青森県,北津軽郡鶴田町,字中泉226-10,0173-22-5214,N.A.,http://www.miura-kensetsu.com/,建設業・工務店,
ひなづる幼稚園,038-3503,青森県,北津軽郡鶴田町,大字鶴田字中泉4,0173-22-5362,0173-22-5362,http://www.hinaduru.com/,幼稚園・保育施設,
タシメ建材株式会社,038-3503,青森県,北津軽郡鶴田町,大字鶴田字沖津196,0173-22-5525,0173-22-6098,http://www.tasime.co.jp/,製造・加工（建築資材）,
道の駅つるた・鶴の里あるじゃ,038-3524,青森県,北津軽郡鶴田町,大字境字里見176-1,0173-22-5656,0173-23-1040,http://www.tsurunosato-aruja.com/,おみやげ,
野木保育園,038-3532,青森県,北津軽郡鶴田町,大字野木字東松虫3-2,0173-22-5719,0173-22-6013,http://www.nogikodomoen.com/,幼稚園・保育施設,
スガノさん家,038-3522,青森県,北津軽郡鶴田町,大字鶴泊字前田99-1,0173-26-6334,0173-26-6775,http://daitoukk.blog67.fc2.com/,介護・福祉,
株式会社ルネサスハイコンポーネンツ,038-3515,青森県,北津軽郡鶴田町,山道小泉275,0173-22-6340,0173-22-5364,http://www.hc-aomori.co.jp/,製造・加工（電子・精密機械器具）,
養老乃瀧鶴田店,038-3503,青森県,北津軽郡鶴田町,大字鶴田字早瀬216-22,0173-22-6502,0173-22-3773,http://www.yoronotaki.co.jp/,レストラン,
株式会社岩三,038-3521,青森県,北津軽郡鶴田町,菖蒲川字笹田13-3,0173-22-6866,0173-22-6867,http://www.shidashiiwami.jp/,食料品,
有限会社サトウ商事,038-3523,青森県,北津軽郡鶴田町,大字胡桃舘字蓮沼85-14,0173-22-6972,0173-22-5593,http://www.satoushouji.com/,製造・加工（その他）,
鶴田ワンワン王国,038-3542,青森県,北津軽郡鶴田町,大字廻堰字中下山17-1,0173-22-7131,0173-22-7131,http://www.tsuruta-wanwan.com/,犬訓練所,
お菓子工房TATSUYA鶴田店,038-3503,青森県,北津軽郡鶴田町,大字鶴田字生松121-2,0173-22-7161,0173-22-7161,http://tatsuya.ftw.jp/,お菓子・スイーツ,
有限会社津軽ぶどう村,038-3503,青森県,北津軽郡鶴田町,大字鶴田字相原71,0173-22-7711,0173-22-6313,http://www.budomura.co.jp/,製造・加工（食料品）,
