▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
株式会社野尻金属高田工場,969-6207,福島県,大沼郡会津美里町,字宮里21,0242-55-0071,0242-55-0072,http://nzr.co.jp/,製造・加工（非鉄金属製品）,
楢葉町社会福祉協議会,969-6207,福島県,大沼郡会津美里町,字宮里94,0242-55-0177,024-523-4477,http://www.fukushimakenshakyo.or.jp/,組合・団体,
ツルハドラッグ会津美里店,969-6203,福島県,大沼郡会津美里町,字高田前川原3553,0242-55-0268,0242-55-0612,http://www.tsuruha.co.jp/,薬,
会津野ユースホステル,969-6271,福島県,大沼郡会津美里町,寺崎字柿屋敷88,0242-55-1020,0242-55-1320,http://www.aizuno.com/,公共宿泊施設,
株式会社オートセンターNAO,969-6207,福島県,大沼郡会津美里町,宮里12,0242-55-1055,0242-55-1056,http://www.acnao.jp/,廃棄物処理,
会津美里町役場／総務課,969-6263,福島県,大沼郡会津美里町,字宮北3163,0242-55-1122,0242-55-1199,http://www.town.aizumisato.fukushima.jp/,市区町村機関,
やきとり大吉会津本郷店,969-6115,福島県,大沼郡会津美里町,字新町154-5,0242-57-1212,N.A.,http://www.daikichi.co.jp/,肉料理,
せせらぎ公園オートキャンプ場,969-6112,福島県,大沼郡会津美里町,字家東甲4224-2,0242-57-1225,0242-57-1176,http://www.aizu-misato.jp/,キャンプ,
社会福祉法人心愛会／ハーモニーほんごうケアハウス,969-6155,福島県,大沼郡会津美里町,字北川原14,0242-57-1255,024-941-1183,http://www.sin-ai.com/,介護・福祉,
株式会社米夢の郷,969-6144,福島県,大沼郡会津美里町,福重岡字桜ノ下27,0242-57-1505,0242-57-1506,http://maimunosato.jp/,食料品,
会津美里町社会福祉協議会／ヘルパーステーション,969-6215,福島県,大沼郡会津美里町,下堀字中川360-4,0242-55-1610,0242-55-1615,http://aizumisatosyakyo.com/,組合・団体,
社会福祉法人心愛会／ハーモニーハウス特別養護老人ホーム,969-6131,福島県,大沼郡会津美里町,大石字下川原1-1,0242-57-1620,0242-57-1621,http://sin-ai.com/,介護・福祉,
上野定雄,969-6244,福島県,大沼郡会津美里町,西尾字橋本甲684,0242-53-2027,N.A.,http://p0242532027.miteyo.jp/,生活用品,
弘安寺,969-6405,福島県,大沼郡会津美里町,米田字堂ノ後甲147,0242-78-2131,0242-78-3030,http://www.aizu-reichi.gr.jp/,宗教,
おしゃれ美容室,969-6402,福島県,大沼郡会津美里町,新屋敷字上深田甲1543,0242-78-2135,N.A.,http://www.osharezino.jp/,趣味,
福島県立大沼高等学校,969-6262,福島県,大沼郡会津美里町,字法憧寺北甲3473,0242-54-2151,0242-54-2694,https://ohnuma-h.fcs.ed.jp/,小・中・高・大学等,
宗像窯,969-6071,福島県,大沼郡会津美里町,字本郷上3115,0242-56-2174,0242-56-3909,http://www.munakatagama.net/,製造・加工（生活雑貨・日用品）,
自然農法無の会,969-6253,福島県,大沼郡会津美里町,杉屋字芦窪乙363,0242-54-2189,0242-54-2189,http://soramai.jp/,農業,
高田厚生病院,969-6264,福島県,大沼郡会津美里町,字高田甲2981,0242-54-2211,0242-54-6709,http://takada-kosei-hospital.com/,医院・診療所・療養所,
窯元流紋焼,969-6152,福島県,大沼郡会津美里町,字川原町甲1933,0242-56-2221,0242-56-2223,http://www.ryuumon.co.jp/,販売・卸（日用品）,
第一通信工業株式会社会津工場,969-6402,福島県,大沼郡会津美里町,新屋敷字北向乙334,0242-78-2247,0242-78-2324,http://zones.co.jp/,電話・通信,
医療法人社団平成会,969-6254,福島県,大沼郡会津美里町,荻窪字上野185,0242-54-2300,0242-54-2338,http://www.heiseikai-group.com/,介護・福祉,
認定こども園ひかり,969-6266,福島県,大沼郡会津美里町,字油田,0242-54-2320,0242-54-2323,http://www.hikarikids.jp/,幼稚園・保育施設,
会津美里町／尾岐地区公民館・生活改善センター,969-6241,福島県,大沼郡会津美里町,吉田字村中甲150,0242-53-2321,0242-56-4876,http://misatono.jp/,市区町村機関,
