▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
仙台急行株式会社ホテル海風土,981-0213,宮城県,宮城郡松島町,松島字東浜5-3,022-355-0022,022-355-0028,http://www.ubudo.jp/,ホテル・ペンション,
松島玉手箱館,981-0213,宮城県,宮城郡松島町,松島字町内75-14,022-355-0090,022-355-0091,http://www.maruyamahonten.com/,おみやげ,
活魚の宿こちらマルトク漁業部,981-0213,宮城県,宮城郡松島町,松島字仙随32-2,022-342-0109,022-353-2966,http://www.0109g.com/,飲み屋,
社会福祉法人松の実福祉会,981-0203,宮城県,宮城郡松島町,根廻字上山王6-27,0223-55-0151,0223-55-0152,http://matunomi-wf.or.jp/,介護・福祉,
松島病院／訪問看護ステーション,981-0215,宮城県,宮城郡松島町,高城字浜1-26,022-355-0325,022-355-0326,http://www.matushimahospital.com/,医院・診療所・療養所,
いさな,981-0213,宮城県,宮城郡松島町,松島字町内75-14,022-355-0611,022-355-0612,http://www.syoginan.jp/,レストラン,
サンクス宮城松島あたご店,981-0215,宮城県,宮城郡松島町,高城字反町三26-1,022-355-0875,N.A.,http://www.circleksunkus.jp/,コンビニ・スーパー・デパート,
牛たん炭焼・利久松島店,981-0213,宮城県,宮城郡松島町,松島字町内45,022-355-0910,0223-29-3441,http://www.rikyu-gyutan.co.jp/,肉料理,
コメリハード&グリーン松島店,981-0215,宮城県,宮城郡松島町,高城字動伝三8-1,022-355-1017,022-355-1019,http://www.komeri.bit.or.jp/,生活用品,
特別養護老人ホーム松島長松苑,981-0203,宮城県,宮城郡松島町,根廻字上山王6-27,022-355-1121,022-355-1122,http://www.chiganoura.jp/,介護・福祉,
東京エレクトロンAT株式会社,981-0203,宮城県,宮城郡松島町,根廻字猫迫1-1,022-355-1500,022-355-1501,http://www.tel.co.jp/,製造・加工（電子・精密機械器具）,
マリンピア／松島水族館,981-0213,宮城県,宮城郡松島町,松島字浪打浜16,022-354-2020,022-354-5304,http://www.marinepia.co.jp/,動物園・植物園・水族館,
瑞巌寺,981-0213,宮城県,宮城郡松島町,松島字町内91,022-354-2023,022-354-5145,http://www.zuiganji.or.jp/,宗教,
鰻・若松商店,981-0215,宮城県,宮城郡松島町,高城字町137,022-354-2029,022-354-3209,http://www.unagi-wakamatsu.com/,販売・卸（食料品）,
