▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
アイメガネ南浦和西口駅前通り店コンタクトレンズセンター,336-0024,埼玉県,さいたま市南区,根岸1丁目2-1,048-861-0001,N.A.,http://www.aimegane.com/,生活用品,
株式会社アセコ,336-0026,埼玉県,さいたま市南区,辻8-17-1,048-845-0003,048-845-0005,http://www.aseco.co.jp/,建設業・工務店,
ソフトバンク南浦和駅前,336-0017,埼玉県,さいたま市南区,南浦和3丁目6-4,048-884-0011,048-884-0022,http://www.softbank.jp/,電話・通信,
株式会社アイデム,336-0018,埼玉県,さいたま市南区,南本町1-14-5第3小池ビル3F,048-865-0011,048-865-6501,http://www.aidem.co.jp/,広告・マーケティング,
濱川歯科医院,336-0017,埼玉県,さいたま市南区,南浦和2丁目6-3,048-886-0011,048-886-0061,http://www.hamakawa-dc.com/,歯科系,
一番舘／内谷店,336-0034,埼玉県,さいたま市南区,内谷2丁目17-1,048-839-0015,048-650-8500,http://www.p-ichibankan.net/,屋内遊戯,
和光商事株式会社,336-0033,埼玉県,さいたま市南区,曲本5-9-20,048-845-0025,048-864-5565,http://wako-shoji.jp/,製造・加工（工作機械・一般機械器具）,
サニーライフ南浦和,336-0025,埼玉県,さいたま市南区,文蔵3丁目25-1,048-865-0027,048-862-0180,http://www.sunnylife-group.co.jp/,介護・福祉,
がってん寿司／南浦和店,336-0015,埼玉県,さいたま市南区,大字太田窪2558,048-887-0037,N.A.,http://www.gatten.co.jp/,中華・中国料理,
ギャラク,336-0021,埼玉県,さいたま市南区,別所7-10-22-101,048-866-0044,N.A.,http://www.galac.net/,販売・卸（その他）,
パーラーミリー南浦和店,336-0017,埼玉県,さいたま市南区,南浦和2丁目36-11,048-886-0050,048-883-6585,http://www.p-world.co.jp/,屋内遊戯,
阿川歯科医院,336-0024,埼玉県,さいたま市南区,根岸2丁目22-14,048-861-0059,048-265-5409,http://www.agawa-shika.jp/,歯科系,
秋葉病院,336-0024,埼玉県,さいたま市南区,根岸5丁目13-10,048-864-0066,048-862-6358,http://www.akiba-hp.com/,外科系,
フォトテクニカ株式会社,336-0017,埼玉県,さいたま市南区,南浦和1-2-17,048-871-0067,048-871-0068,http://www.phototechnica.co.jp/,販売・卸（その他）,
Hiro空創舎一級建築士事務所,336-0042,埼玉県,さいたま市南区,大字大谷口3176-6,048-871-0070,048-783-2939,http://www.ku-so-sha.com/,リフォーム,
東京ガスライフバル浦和／メーター事業部,336-0017,埼玉県,さいたま市南区,南浦和1丁目25-16,048-884-0071,048-886-8177,http://www.tglv-urawa.com/,水道・ガス・電力,
本家かまどや武蔵浦和店,336-0022,埼玉県,さいたま市南区,白幡4丁目23-8,048-872-0072,048-872-0073,https://www.honkekamadoya.co.jp/,弁当・宅配,
セブンイレブン／南浦和文化通り店,336-0018,埼玉県,さいたま市南区,南本町1丁目17-1,048-839-0077,N.A.,http://www.sej.co.jp/,コンビニ・スーパー・デパート,
ニッケントラスト株式会社,336-0027,埼玉県,さいたま市南区,沼影1丁目6-20-B,048-838-0080,048-861-0600,http://www.century21.jp/,不動産,
中川歯科医院,336-0026,埼玉県,さいたま市南区,辻5丁目4-20,048-865-0099,N.A.,http://nakagawadc.com/,歯科系,
株式会社トヨタレンタリース新埼玉／武蔵浦和駅前店,336-0022,埼玉県,さいたま市南区,白幡5丁目18-6,048-861-0100,048-861-1569,http://www.toyota-rlss.co.jp/,リース・レンタル,
大宝不動産販売株式会社南浦和店,336-0017,埼玉県,さいたま市南区,南浦和2丁目36-15,048-871-0100,03-3902-8990,http://www.taiho-f.net/,不動産,
コンピュータテクノロジー株式会社,336-0026,埼玉県,さいたま市南区,辻7丁目15-14,048-844-0106,048-844-0104,http://www.ctc-e.co.jp/,電話・通信,
ゆずりは教育研究所,336-0033,埼玉県,さいたま市南区,曲本4丁目13-7,048-845-0106,N.A.,http://yuzuriha-edu.com/,塾・予備校,
株式会社トヨタレンタリース新埼玉,336-0022,埼玉県,さいたま市南区,白幡4-23-10島本ビル4F,048-872-0110,048-872-0112,http://toyota-rlss.co.jp/,リース・レンタル,
オーロラ・ホール南浦和,336-0025,埼玉県,さいたま市南区,文蔵1丁目17-6,048-872-0111,048-872-0222,http://www.hakuaisha.jp/,葬儀,
株式会社シュハリ,336-0026,埼玉県,さいたま市南区,辻1-9-1-416,048-863-0111,048-838-4386,http://www.shu-ha-ri.co.jp/,士業・コンサルタント,
株式会社白井商事,336-0017,埼玉県,さいたま市南区,南浦和2丁目36-9,048-882-0111,048-885-2629,http://www.shirai.co.jp/,不動産,
埼玉ダイハツ販売株式会社,336-0024,埼玉県,さいたま市南区,根岸5-16-6,048-865-0116,048-866-4787,http://saitama-daihatsu.co.jp/,自動車販売,
有限会社太伸精工,336-0042,埼玉県,さいたま市南区,大谷口2294,048-876-0117,048-876-1511,http://www.taishinseiko.jp/,製造・加工（非鉄金属製品）,
さいたま市消防局／南消防署,336-0024,埼玉県,さいたま市南区,根岸3丁目10-7,048-861-0119,048-827-8656,http://www.city.saitama.jp/,消防・警察,
わかば薬局,336-0024,埼玉県,さいたま市南区,根岸5丁目18-3-104,048-862-0121,048-862-0120,http://www.wakaba-pha.co.jp/,薬,
南浦和動物病院,336-0024,埼玉県,さいたま市南区,根岸2丁目17-20,048-837-0123,N.A.,http://www.m-urawa-ah.com/,ペットホテル,
株式会社栗原,336-0026,埼玉県,さいたま市南区,辻7-6-25,048-861-0161,048-862-8262,http://www.kk-kurihara.com/,製造・加工（その他）,
TIKAL,336-0022,埼玉県,さいたま市南区,白幡6丁目9-13-101,048-865-0208,N.A.,http://www.tikal-web.com/,レストラン,
株式会社システムスクエア,336-0025,埼玉県,さいたま市南区,文蔵3-28-6B-102,048-872-0211,048-729-6355,https://www.system-square.com/,その他サービス,
株式会社盟豊地興,336-0022,埼玉県,さいたま市南区,白幡4-29-12M2ビル,048-837-0227,048-837-0311,http://meiho0227.com/,総合・職別工事業,
キヤノンシステムアンドサポート株式会社,336-0027,埼玉県,さいたま市南区,沼影1-20-1,048-845-0231,048-844-0317,http://www.canon-sas.co.jp/,製造・加工（工作機械・一般機械器具）,
トーカイテック株式会社,N.A.,埼玉県,さいたま市南区,南本町1-8-9,048-838-0233,048-838-3210,http://www.tohkaitech.co.jp/,印刷・出版,
写真屋さん45デジタルコンビニ南浦和駅前店,336-0017,埼玉県,さいたま市南区,南浦和2丁目39-2,048-881-0245,03-5953-7345,http://www.45color.co.jp/,広告・マーケティング,
ユリウス武蔵浦和教室,336-0027,埼玉県,さいたま市南区,沼影1丁目13-1-202,048-872-0255,048-839-2655,http://www.julius.ne.jp/,塾・予備校,
