▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
ダイヤ冷暖工業株式会社,N.A.,北海道,札幌市南区,澄川3条1丁目9番28号,011-823-0001,011-823-0008,http://daiya-sap.com/,製造・加工（工作機械・一般機械器具）,
真駒内保育園,005-0016,北海道,札幌市南区,真駒内南町1丁目7-4,011-581-0005,011-581-0005,http://www.ans.co.jp/,幼稚園・保育施設,
カーブス札幌澄川,005-0004,北海道,札幌市南区,澄川4条2丁目1-8,011-842-0008,011-842-0008,http://www.curves.co.jp/,スポーツ,
株式会社あいプラン藻岩シャローム教会,005-0040,北海道,札幌市南区,藻岩下2丁目1-1,011-581-0008,N.A.,http://www.moiwashalom.com/,貸衣裳,
まこまない飯店,005-0021,北海道,札幌市南区,真駒内本町6丁目1-7,011-582-0011,N.A.,http://a-zure.jp/,中華・中国料理,
ムラカワデンタルクリニック,005-0004,北海道,札幌市南区,澄川4条2丁目8-18,011-813-0011,011-813-0013,http://murakawa.dentalmall.jp/,歯科系,
パタプルス動物病院,005-0005,北海道,札幌市南区,澄川5条3丁目9-10,011-825-0012,N.A.,http://pata-vet.seesaa.net/,動物病院・獣医師,
セイコーマートふじや店,005-0016,北海道,札幌市南区,真駒内南町4丁目4-1,011-584-0030,N.A.,http://map.seicomart.co.jp/,コンビニ・スーパー・デパート,
ファイヤーバーグイオン札幌藻岩店,005-0802,北海道,札幌市南区,川沿2条2丁目1-1,011-571-0033,011-571-0031,http://www.fire-burg.com/,レストラン,
株式会社丸安森石材,061-2283,北海道,札幌市南区,藤野3条2丁目1-57,011-592-0044,011-594-3202,http://www.hokkaidostoneclub.jp/,その他サービス,
栗林石油株式会社札幌支店／Dr.Drive藤野中央店,061-2283,北海道,札幌市南区,藤野3条5丁目5-1,011-591-0045,011-241-1511,http://www.kurinet.co.jp/,ガソリンスタンド,
有限会社ノース・ジャパン・レスキュー,061-2282,北海道,札幌市南区,藤野2条8丁目8-5,011-593-0049,011-593-0048,http://www.njr24.com/,その他サービス,
有限会社ノース・ジャパン・レスキュー,005-0021,北海道,札幌市南区,真駒内本町,011-581-0049,011-581-0048,http://www.njr24.com/,その他サービス,
セブンイレブン／札幌石山東3丁目店,005-0850,北海道,札幌市南区,石山東3丁目7-3,011-592-0080,N.A.,http://www.sej.co.jp/,コンビニ・スーパー・デパート,
札幌学園,005-0018,北海道,札幌市南区,真駒内曙町3丁目4-1,011-581-0084,011-582-8122,http://sapporo-gakuen.jp/,幼稚園・保育施設,
札幌芸術の森美術館,005-0864,北海道,札幌市南区,芸術の森2丁目,011-591-0090,011-591-0099,http://sapporo-art-museum.jp/,博物館・美術館,
経専医療事務薬業専門学校,005-0003,北海道,札幌市南区,澄川3条6丁目4-3,011-837-0100,011-814-8688,https://www.keisen-iryou.com/top/,専修学校,
真駒内みどり眼科,005-0013,北海道,札幌市南区,真駒内緑町1丁目4-14,011-584-0101,011-584-3660,http://www.makomanai-midori-ganka.jp/,眼科,
経専北海道どうぶつ専門学校,005-0003,北海道,札幌市南区,澄川3条6丁目4-3,011-823-0111,011-814-8688,http://www.keisen-doubutsu.com/,専修学校,
光塩学園女子短期大学,005-0012,北海道,札幌市南区,真駒内上町3丁目1-1,011-581-0121,011-583-6982,http://www.koen.ac.jp/70th/,小・中・高・大学等,
ときわみなみ幼稚園,005-0861,北海道,札幌市南区,真駒内380-18,011-591-0123,011-591-9998,http://www.tokiwagakuen.com/,幼稚園・保育施設,
日光広告株式会社,061-2281,北海道,札幌市南区,藤野1条5-1-16,011-593-0125,011-593-0126,http://www.fujino-230.com/,広告・マーケティング,
株式会社小林舞台システム,005-0823,北海道,札幌市南区,南沢3条3丁目10-37,011-573-0133,N.A.,http://www.kbutai.com/,広告・マーケティング,
ダイヤ冷暖工業株式会社／サービス24時間窓口,005-0003,北海道,札幌市南区,澄川3条1丁目9-28,011-823-0156,011-823-0008,http://daiya-sap.com/,空調,
札幌市立中学校／真駒内中学校,005-0014,北海道,札幌市南区,真駒内幸町3丁目,011-581-0172,011-581-7829,http://www.makomanai-j.sapporo-c.ed.jp/,小・中・高・大学等,
有限会社サイロ,005-0832,北海道,札幌市南区,北ノ沢6丁目15-1,011-571-0173,N.A.,http://www.sairo.net/,レストラン,
ビークルエージェント,005-0006,北海道,札幌市南区,澄川6条8丁目11-3,011-200-0200,011-200-0300,http://vehicleagent.jimdo.com/,中古車・買取,
経専北海道観光専門学校,005-0003,北海道,札幌市南区,澄川3条6丁目4-3,011-837-0200,011-814-8688,http://www.keisen-kankou.com/,専修学校,
札幌市立小学校／真駒内桜山小学校,005-0015,北海道,札幌市南区,真駒内泉町3丁目,011-581-0221,011-581-6927,http://www.makomanaiminami-e.sapporo-c.ed.jp/,小・中・高・大学等,
子ども教育情報センター,005-0003,北海道,札幌市南区,澄川3条1丁目2-1-111,011-812-0251,N.A.,http://www.kodomo-edu.info/,IT・情報通信,
川沿保育園,005-0801,北海道,札幌市南区,川沿1条1丁目3-82,011-572-0251,011-572-0372,http://www.kawazoe.ed.jp/,幼稚園・保育施設,
ゴールデン大宝株式会社,005-0802,北海道,札幌市南区,川沿2条2丁目5-28,011-572-0266,N.A.,http://www.golden-taiho.com/,屋内遊戯,
札幌市役所／教育委員会／施設／札幌市青少年山の家,005-0862,北海道,札幌市南区,滝野247,011-591-0303,011-591-0394,http://www.sapporo-yamanoie.jp/,アウトドア,
ちゃんとダイニングひろ,005-0005,北海道,札幌市南区,澄川5条3丁目1-20,011-815-0326,011-815-0326,http://s-siozangi.com/,飲み屋,
サロット・デ・カナ,005-0040,北海道,札幌市南区,藻岩下2丁目1-1,011-581-0328,011-581-8808,http://www.moiwashalom.com/,イタリアン・フレンチ,
株式会社アネビー,005-0861,北海道,札幌市南区,真駒内254-66,011-592-0422,N.A.,http://www.aneby.co.jp/,販売・卸（その他）,
株式会社東京デンコー札幌,005-0815,北海道,札幌市南区,川沿15条2丁目18-18,011-807-0441,011-807-0443,http://www.denco.co.jp/,IT・情報通信,
千秋庵製菓株式会社／南区／藤野店,061-2283,北海道,札幌市南区,藤野3条6丁目5-1,011-592-0465,011-219-2124,http://senshuan.co.jp/,お菓子・スイーツ,
生鮮プラザ澄川店,005-0003,北海道,札幌市南区,澄川3条3丁目2-10,011-825-0506,N.A.,http://sapporo.sunnyday.jp/,コンビニ・スーパー・デパート,
ガルバンゾ,005-0004,北海道,札幌市南区,澄川4条2丁目1-7,011-887-0533,N.A.,http://www.garbanzo.me/,レストラン,
株式会社八城地建,N.A.,北海道,札幌市南区,澄川5条4丁目2-10yroビル,011-823-0538,011-823-0768,http://www.8shiro.jp/,建設業・工務店,
下宿ドミトリー真駒内,005-0012,北海道,札幌市南区,真駒内上町5丁目7-7,011-583-0553,011-583-0553,http://www.guesthouse-japan.net/,不動産,
和食レストランとんでん／川沿店,005-0805,北海道,札幌市南区,川沿5条2丁目1-1,011-571-0565,048-838-8866,http://www.tonden.co.jp/,レストラン,
鍼灸治療院寿あき屋,005-0850,北海道,札幌市南区,石山東3丁目2-26,011-596-0571,011-596-0571,http://www.jyuakiya.info/,あん摩・はり・きゅう,
北海道エネルギー株式会社／藻岩SS,005-0035,北海道,札幌市南区,南35条西11丁目1-8,011-581-0616,011-581-0616,http://do-ene.jp/,ガソリンスタンド,
まこまないファミリー歯科,005-0012,北海道,札幌市南区,真駒内上町3丁目2-14,011-582-0648,N.A.,http://kenkoukai.jp/,歯科系,
川口哲税理士事務所,005-0002,北海道,札幌市南区,澄川2条3丁目6-38,011-825-0650,011-825-0630,http://www.zeiri4.com/,士業・コンサルタント,
ふじのペットクリニック,061-2283,北海道,札幌市南区,藤野3条7丁目1,011-591-0661,011-591-1669,http://www.fujino-pc.jp/,動物病院・獣医師,
有限会社アークス,005-0853,北海道,札幌市南区,常盤3条1丁目3-8エスポワール1-101,011-593-0713,011-593-0502,http://www.arcs-inc.co.jp/,印刷・出版,
なかの内科・消化器内科クリニック,005-0814,北海道,札幌市南区,川沿14条2丁目1-3,011-571-0725,011-571-0724,http://nakano-naika.jp/,内科系,
真駒内聖母幼稚園,005-0012,北海道,札幌市南区,真駒内上町4丁目8-2,011-581-0745,011-581-0746,http://makomanai-seibo.com/,幼稚園・保育施設,
fクリニックさっぽろ,005-0831,北海道,札幌市南区,中ノ沢1丁目12,011-573-0777,011-573-0101,http://www.fclinic.jp/,外科系,
玉越プロスキースクール,005-0040,北海道,札幌市南区,藻岩下5丁目197-47,011-211-0777,N.A.,http://www.tamakoshi-ski.jp/,ウィンタースポーツ,
有限会社ステラ・マリス,005-0004,北海道,札幌市南区,澄川4条3-4-20,011-817-0777,011-817-0888,http://www.stella-maris.co.jp/,食料品,
