▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
社会福祉法人ふくじゅの森,981-1505,宮城県,角田市,角田字町217,0224-63-0031,0224-63-0032,http://www.fukujunomori.com/,介護・福祉,
みやぎ仙南農業協同組合／生産資材課,981-1522,宮城県,角田市,佐倉字宮谷地2,0224-63-0033,0224-63-3138,http://www.ja-miyagisennan.jp/,組合・団体,
社会福祉法人角田市社会福祉協議会,981-1505,宮城県,角田市,角田字柳町35-1,0224-63-0055,0224-61-2282,http://kakuda-shakyo.net/,組合・団体,
角田ふれあいクリニック,981-1505,宮城県,角田市,角田字豊町1-3,0224-63-0062,0224-87-7118,http://www.fureai-cl.jp/,医院・診療所・療養所,
住友生命保険相互会社仙台総支社／角田中央支部／亘理オフィス,981-1505,宮城県,角田市,角田字旭町32-2,0224-63-0141,N.A.,http://www.sumitomolife.co.jp/,証券・保険・商品先物,
赤坂舗装建設,981-1502,宮城県,角田市,尾山字香取原25,0224-62-0186,0224-62-2244,https://t874108.bizloop.jp/?corp_id=t874108,総合・職別工事業,
社会福祉法人宮城緑風会／養護老人ホーム宮城緑風園,981-1522,宮城県,角田市,佐倉字小山46-1,0224-63-0234,0224-63-0250,http://www.miyagiryokufuukai.com/,介護・福祉,
熱日高彦神社,981-1503,宮城県,角田市,島田字四拾刈12,0224-62-0241,0224-66-3487,http://www.hitaka.org/,宗教,
社会福祉法人第二虹の園・臥牛三敬会／ぱぴハウス,981-1522,宮城県,角田市,佐倉字町裏1番63,0224-62-0310,0224-63-3262,http://www.nijinosono.or.jp/,介護・福祉,
おてんとさん角田店,981-1505,宮城県,角田市,角田字緑町14-5,0224-63-0321,0224-63-0322,http://www.otentosun.co.jp/,農業,
ツルハドラッグ角田店,981-1505,宮城県,角田市,角田字町尻368,0224-61-0370,N.A.,http://www.tsuruha.co.jp/,薬,
セブンイレブン／角田中島下店,981-1505,宮城県,角田市,角田字中島下427-1,0224-63-0388,N.A.,http://www.sej.co.jp/,コンビニ・スーパー・デパート,
ピザ・テン・フォー角田店,981-1505,宮城県,角田市,角田字大町1-14,0224-63-0553,0138-31-5559,https://www.tenfour.co.jp/,弁当・宅配,
株式会社ケーヒンサクラ小田工場,981-1514,宮城県,角田市,小田字黒内7,0224-62-0650,0224-62-5910,http://www.keihin-corp.co.jp/,製造・加工（輸送機械器具）,
クルーズ,981-1505,宮城県,角田市,角田字町152,0224-62-0671,0224-62-0671,http://www.cruise1.co.jp/,バイク用品,
フレスコキクチ角田店,981-1505,宮城県,角田市,角田字大町35-1,0224-61-0750,0224-61-0751,http://fresco-k.com/,コンビニ・スーパー・デパート,
住宅型有料老人ホームなごみの郷,981-1505,宮城県,角田市,角田字町232,0224-62-0772,0224-63-2985,http://www.sennan.or.jp/,介護・福祉,
株式会社ヰセキ東北,N.A.,宮城県,角田市,梶賀字高畑北380-1,0224-62-0882,0224-62-0883,http://www.iseki-touhoku.co.jp/,製造・加工（工作機械・一般機械器具）,
コハタ看板店,981-1505,宮城県,角田市,角田字野田前54,0224-62-0938,0224-62-0938,http://kohatakanbanten.web.fc2.com/,広告・マーケティング,
有限会社藤神地所一級建築士事務所,981-1505,宮城県,角田市,角田字中島上102,0224-62-0941,0224-63-4655,http://jjkan.co.jp/,リフォーム,
長泉寺,981-1505,宮城県,角田市,角田字長泉寺69,0224-62-1004,0224-63-0063,http://chousenji.jp/,宗教,
金上病院,981-1505,宮城県,角田市,角田字田町123,0224-63-1032,0224-62-1036,http://www.kanagami.or.jp/,外科系,
