▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
株式会社安田,300-3501,茨城県,結城郡八千代町,塩本248-5,0296-49-0027,N.A.,http://yasudabioeco.co.jp/,その他サービス,
株式会社マルミ,N.A.,茨城県,結城郡八千代町,西大山476,0296-49-0101,N.A.,http://www.marumiclean.net/,その他サービス,
株式会社エス・ジー・シー,300-3505,茨城県,結城郡八千代町,佐野665-1,0296-48-0126,0296-48-3280,http://www.s-g-c.jp/,製造・加工（建築資材）,
松屋,300-3505,茨城県,結城郡八千代町,大字佐野1087,0296-48-0129,N.A.,http://www.matsuyafoods.co.jp/,酒・飲料品,
旅館八千代,300-3572,茨城県,結城郡八千代町,大字菅谷1052-19,0296-48-0157,075-771-4140,http://www.ryokan-yachiyo.com/,旅館・民宿,
有限会社松栄建設,300-3563,茨城県,結城郡八千代町,村貫157,0296-48-0158,N.A.,http://www.shoeikensetu.com/,総合・職別工事業,
社会福祉法人中結城保育園,300-3505,茨城県,結城郡八千代町,大字佐野1455,0296-48-0173,0296-48-4113,http://www.nakayuki.com/,幼稚園・保育施設,
松田製茶工場,300-3564,茨城県,結城郡八千代町,大字水口113,0296-48-0174,0296-49-2279,http://www.matsuda-cha.com/,酒・飲料品,
山下寝具株式会社茨城工場,300-3552,茨城県,結城郡八千代町,大字大間木446-1,0296-48-0211,03-3794-1440,http://www.ygm.co.jp/,賃貸・レンタル,
有限会社MDS,300-3561,茨城県,結城郡八千代町,大字平塚2030,0296-48-0436,0296-48-0982,http://mds-cosme.co.jp/,製造・加工（電子・精密機械器具）,
高橋カーテンウォール工業株式会社,N.A.,茨城県,結城郡八千代町,栗山711,0296-48-0500,N.A.,http://www.t-cw.co.jp/,製造・加工（建築資材）,
東京高圧工業株式会社,N.A.,茨城県,結城郡八千代町,大字平塚1217,0296-48-0509,N.A.,http://www.tokyo-kouatsu.jp/,製造・加工（鉄鋼製品）,
ヤマダイ株式会社,N.A.,茨城県,結城郡八千代町,平塚4828,0296-48-0511,0296-48-0515,http://www.newtouch.co.jp/,食料品,
株式会社エフジーケー,N.A.,茨城県,結城郡八千代町,大字成田206-4,0296-48-0555,N.A.,http://www.e-fgk.co.jp/,販売・卸（その他）,
株式会社高井産業,300-3561,茨城県,結城郡八千代町,大字平塚4633,0296-48-0627,0296-48-2841,http://www.takaisangyo.co.jp/,食料品,
ココストア八千代中央店,300-3555,茨城県,結城郡八千代町,大字芦ケ谷645,0296-48-0805,N.A.,http://www.coco-nw.jp/,コンビニ・スーパー・デパート,
株式会社高商,300-3553,茨城県,結城郡八千代町,大字蕗田128,0296-48-0980,0296-48-0988,http://taka-sho.com/,賃貸・レンタル,
三和コンクリート工業株式会社／八千代工場,300-3504,茨城県,結城郡八千代町,大字西大山644,0296-48-1001,0280-76-7075,http://www.sckk.jp/,製造・加工（建築資材）,
理化工業株式会社茨城事業所,300-3505,茨城県,結城郡八千代町,大字佐野1164,0296-48-1073,0296-48-2470,http://www.rkcinst.co.jp/,製造・加工（工作機械・一般機械器具）,
伊佐間税務会計事務所,300-3572,茨城県,結城郡八千代町,大字菅谷677-4,0296-48-1084,0296-48-2460,http://www.isama.jp/,士業・コンサルタント,
八千代町役場,300-3572,茨城県,結城郡八千代町,大字菅谷1170,0296-48-1111,0296-48-3001,http://www.town.ibaraki-yachiyo.lg.jp/,市区町村機関,
大里産業株式会社,300-3561,茨城県,結城郡八千代町,大字平塚1819,0296-48-1162,0296-48-1654,http://www.oosato-sangyou.co.jp/,総合・職別工事業,
八千代病院,300-3551,茨城県,結城郡八千代町,大字栗山238,0296-48-1181,0296-49-3678,http://www.yachiyo-mc.jp/,医院・診療所・療養所,
ロイヤルネットワーク株式会社,N.A.,茨城県,結城郡八千代町,菅谷56街区-1,0296-48-1301,N.A.,http://www.usachan.co.jp/,その他サービス,
イクソブ株式会社,300-3541,茨城県,結城郡八千代町,新地西原,0296-48-1331,N.A.,http://www.xob.co.jp/,その他サービス,
株式会社エフピコ／関東工場,300-3561,茨城県,結城郡八千代町,大字平塚4311-2,0296-48-1416,0296-48-1408,http://www.fpco.jp/,製造・加工（化学・プラスチック）,
株式会社川村美装,N.A.,茨城県,結城郡八千代町,芦ケ谷950,0296-48-1454,0296-48-2177,http://www.kawamura-biso.com/,建設業・工務店,
株式会社ジョイパック,300-3503,茨城県,結城郡八千代町,大字粕礼字戸呂賦原287-10,0296-48-1518,N.A.,http://www.joypack.co.jp/,観光・温泉・銭湯,
株式会社アスカ,300-3571,茨城県,結城郡八千代町,大字大戸新田20-1,0296-49-1521,0296-49-1526,http://www.asmix.co.jp/,製造・加工（電子・精密機械器具）,
株式会社トーホー,300-3561,茨城県,結城郡八千代町,大字平塚4824-251,0296-48-1660,0296-44-6564,http://www.to-ho.co.jp/,製造・加工（化学・プラスチック）,
結城家,300-3544,茨城県,結城郡八千代町,大字若1725-10,0296-48-1673,0296-48-2229,http://www.yukiya-group.com/,レストラン,
仲内行政書士事務所,300-3544,茨城県,結城郡八千代町,大字若1305,0296-48-1712,0296-48-1751,http://www.nakauchi-sekkei.com/,士業・コンサルタント,
内海工業,300-3563,茨城県,結城郡八千代町,大字村貫840-2,0296-49-1827,0296-48-3185,http://uchiumi-yachiyo.jp/,製造・加工（金属製品）,
C-ONE工法協会関東事務局,300-3561,茨城県,結城郡八千代町,大字平塚4576,0296-30-2008,0296-30-2009,http://c-one-ma.com/,組合・団体,
株式会社オール,300-3561,茨城県,結城郡八千代町,大字平塚4580-1,0296-30-2111,0296-30-8910,http://www.oar.co.jp/,リフォーム,
西山運輸機工株式会社,300-3554,茨城県,結城郡八千代町,大字尾崎309-1,0296-48-2111,0296-48-2129,http://www.nishiyamaunyu.com/,運送・貨物・倉庫,
丸西産業株式会社,300-3555,茨城県,結城郡八千代町,芦ヶ谷100-16,0296-30-2113,0296-30-2166,http://taspass.com/,製造・加工（その他）,
高塚運送株式会社,300-3561,茨城県,結城郡八千代町,平塚4802,0296-30-2120,0296-48-3722,http://www.wwwin.co.jp/,運送・貨物・倉庫,
三研メディアプロダクト株式会社,300-3561,茨城県,結城郡八千代町,大字平塚1852,0296-48-2121,0296-49-2981,http://www.sanken-m.co.jp/,音楽,
株式会社吉貞,300-3545,茨城県,結城郡八千代町,東蕗田大須賀944-2,0296-30-2122,0296-30-9984,http://www.yoshisada.co.jp/,製造・加工（建築資材）,
高浪化学株式会社,300-3539,茨城県,結城郡八千代町,大字仁江戸2235-2,0296-48-2161,0296-48-2462,http://www.takanami.net/,製造・加工（化学・プラスチック）,
三和アルミ工業株式会社,N.A.,茨城県,結城郡八千代町,塩本268,0296-48-2205,0296-48-2584,http://www.sanwa-alumi.com/,製造・加工（建築資材）,
ビ・アーンジュYUKIYA,300-3544,茨城県,結城郡八千代町,大字若1725-10,0296-48-2228,0296-48-2229,http://www.yukiya-group.com/,結婚・宴会,
アイ・エス・ガステム株式会社結城営業所,300-3527,茨城県,結城郡八千代町,大字東原1-23,0296-30-2277,N.A.,http://www.isgnet.jp/,水道・ガス・電力,
株式会社トライアルカンパニー,N.A.,茨城県,結城郡八千代町,大字菅谷601-1,0296-30-2280,N.A.,http://www.trial-net.co.jp/,コンビニ・スーパー・デパート,
野村歯科医院,300-3553,茨城県,結城郡八千代町,大字蕗田813-2,0296-30-2333,0296-30-2555,http://nomuradental.com/,歯科系,
株式会社磯建,300-3572,茨城県,結城郡八千代町,大字菅谷884-9,0296-48-2437,0296-48-2487,http://www.isoken.net/,総合・職別工事業,
八千代中央幼稚園,300-3572,茨城県,結城郡八千代町,大字菅谷1137-2,0296-48-2511,0296-48-2511,http://www.yachiyo-chuoh.com/,幼稚園・保育施設,
高塚建設工業株式会社,300-3544,茨城県,結城郡八千代町,大字若1789-1,0296-48-2525,0296-48-0065,http://www.takatsuka.com/,総合・職別工事業,
ヤマハ音楽教室ひかり幼稚園,300-3504,茨城県,結城郡八千代町,大字西大山628-15,0296-48-2535,0296-48-4168,http://www.yachiyo-hikari.ednet.jp/,音楽,
株式会社ツルミ梱包,300-3501,茨城県,結城郡八千代町,大字塩本193-1,0296-48-2894,0296-48-2893,http://www.woodcraft.co.jp/,アウトソーシング,
茨城県西農業共済組合,300-3565,茨城県,結城郡八千代町,大字松本500,0296-30-2900,0296-30-2920,http://www.nosai-ibanishi.or.jp/,組合・団体,
株式会社筑波銀行八千代支店,300-3572,茨城県,結城郡八千代町,大字菅谷589-16,0296-49-3011,N.A.,http://www.tsukubabank.co.jp/,金融・郵貯・貸金,
ホーチキ茨城電子株式会社,300-3572,茨城県,結城郡八千代町,大字菅谷157,0296-49-3111,0296-49-3015,http://www.hochiki-iba.co.jp/,製造・加工（電子・精密機械器具）,
住友電装株式会社,N.A.,茨城県,結城郡八千代町,大字平塚4311-1,0296-49-3135,0296-49-0997,http://www.sws.co.jp/,製造・加工（電子・精密機械器具）,
クリスタルパーツジャパン,300-3518,茨城県,結城郡八千代町,大字野爪146-2,0296-48-3144,0296-48-3189,http://www.cp-j.com/,洗車・コーティング,
青田弘税理士事務所,300-3572,茨城県,結城郡八千代町,大字菅谷1052-2,0296-48-3200,N.A.,http://aota-kaikei.tkcnf.com/,アウトソーシング,
株式会社つくばロジスティックス,300-3563,茨城県,結城郡八千代町,村貫32-2,0296-48-3210,N.A.,http://tldc.co.jp/,引越,
八千代町商工会,300-3572,茨城県,結城郡八千代町,大字菅谷1177-27,0296-49-3232,0296-48-2958,http://www.yachiyo.or.jp/,組合・団体,
住友電装株式会社／茨城地区総合案内,300-3561,茨城県,結城郡八千代町,大字平塚4311-1,0296-49-3311,N.A.,https://www.sws.co.jp/,製造・加工（電子・精密機械器具）,
住友電装株式会社／茨城電線工場,300-3561,茨城県,結城郡八千代町,大字平塚4311-1,0296-49-3313,N.A.,https://www.sws.co.jp/,製造・加工（電子・精密機械器具）,
協和株式会社筑波工場,300-3544,茨城県,結城郡八千代町,大字若9-8,0296-49-3351,0296-49-3353,http://www.kyowajpn.co.jp/,製造・加工（化学・プラスチック）,
ドラッグストアクラモチ／八千代南店,300-3572,茨城県,結城郡八千代町,大字菅谷691-6,0296-30-3399,0296-30-2777,http://www.drug-kuramochi.jp/,薬,
株式会社熊谷鉄工,300-3505,茨城県,結城郡八千代町,大字佐野936-4,0296-48-3443,0296-48-3444,http://www.kumagaitekko.com/,総合・職別工事業,
株式会社白戸工機,300-3504,茨城県,結城郡八千代町,大字西大山612-2,0296-49-3466,0296-49-3467,http://www.hakutokoki.co.jp/,総合・職別工事業,
株式会社ジョイパック,300-3572,茨城県,結城郡八千代町,大字菅谷2132-1,0296-48-3618,N.A.,http://www.joypack.co.jp/,観光・温泉・銭湯,
青山ゼミナール,300-3572,茨城県,結城郡八千代町,大字菅谷637-6,0296-49-3646,0296-49-3759,http://aoyamaseminar.com/,塾・予備校,
茨城県西産直センター,300-3505,茨城県,結城郡八千代町,大字佐野897-1,0296-49-3707,0296-48-3061,http://kensei-sanchoku.net/,食料品,
開倫塾八千代校,300-3572,茨城県,結城郡八千代町,大字菅谷638-1,0296-48-3721,0296-48-3728,http://www.kairin.co.jp/,塾・予備校,
このか設計株式会社,300-3571,茨城県,結城郡八千代町,大字大戸新田32,0296-48-3771,0296-48-1998,http://www.konoka-design.com/,リフォーム,
株式会社三晃機械製作所,300-3565,茨城県,結城郡八千代町,松本636-2-10,0296-49-3774,0296-48-3337,http://www.sanko-adm.co.jp/,製造・加工（工作機械・一般機械器具）,
株式会社和興スチール,N.A.,茨城県,結城郡八千代町,貝谷3-1,0296-49-3780,N.A.,http://www.kodawariyasan.com/,製造・加工（建築資材）,
やすだけんちくじむしょ,300-3572,茨城県,結城郡八千代町,大字菅谷1185-14,0296-48-3835,050-1303-3161,http://n-yasuda.com/,リフォーム,
八千代町社会福祉協議会／ボランティアセンター,300-3572,茨城県,結城郡八千代町,大字菅谷1033,0296-49-3866,N.A.,http://www.yachiyoshakyo.jp/,市区町村機関,
あじさい寮,300-3561,茨城県,結城郡八千代町,大字平塚4799,0296-48-3880,0296-48-3881,http://www.kyoseisha.or.jp/,介護・福祉,
あじさい学園八千代,300-3561,茨城県,結城郡八千代町,大字平塚4753,0296-48-3882,0296-48-3908,http://www.kyoseisha.or.jp/,介護・福祉,
特別養護老人ホーム玉樹,300-3572,茨城県,結城郡八千代町,大字菅谷1021-1,0296-49-3886,0296-49-2987,http://www.tamaki.or.jp/,介護・福祉,
えがお／ディサービス,300-3553,茨城県,結城郡八千代町,大字蕗田161-10,0296-48-3900,0296-30-2161,http://www.egao-suzushou.com/,介護・福祉,
