▼本法人データはリストスが提供しています。
https://listoss.com/
▼1件10円！お問い合わせフォーム送信代行。
https://ftj-g.co.jp/form/
▼御社のテレアポ代行します。
https://ftj-g.co.jp/

会社名,郵便番号,都道府県,市区町村,住所,電話番号,FAX番号,出典URL,カテゴリ
イエローハット八軒店,063-0846,北海道,札幌市西区,八軒6条西4丁目2-15,011-622-0001,N.A.,http://www.yellowhat.jp/,車検・整備・修理,
ベル食品株式会社,063-0803,北海道,札幌市西区,二十四軒3条7丁目3番35号,011-613-0001,011-643-4397,http://www.bellfoods.co.jp/,食料品,
株式会社いまい,063-0811,北海道,札幌市西区,琴似1条1丁目4-5,011-618-0001,011-618-0030,http://www.maido-imai.co.jp/,食料品,
特別養護老人ホームはっさむはる,063-0831,北海道,札幌市西区,発寒11条1丁目3-20,011-662-0001,011-662-4000,http://www.nomad-haru.com/,介護・福祉,
株式会社常口アトム／賃貸仲介札幌営業部／発寒南店,063-0822,北海道,札幌市西区,発寒2条5丁目6-6,011-666-0007,011-666-8777,http://www.jogatom.co.jp/,不動産,
株式会社ダイエー／琴似店,063-0812,北海道,札幌市西区,琴似2条4丁目2-2,011-644-0011,N.A.,http://www.daiei.co.jp/,コンビニ・スーパー・デパート,
札幌ギフト館,063-0039,北海道,札幌市西区,西野9条7丁目4-12,011-666-0011,011-666-9700,http://sapporo-gift.com/,結婚・宴会,
札幌秀友会病院／秀友会介護保険ステーションふじ,063-0831,北海道,札幌市西区,発寒11条3丁目4-18,011-666-0012,011-666-6501,http://www.shuyukai.or.jp/,外科系,
東洋冷蔵株式会社札幌支店,063-0836,北海道,札幌市西区,発寒16条13丁目,011-667-0015,N.A.,http://www.toyoreizo.com/,販売・卸（食料品）,
大戸屋ごはん処JR琴似店,063-0812,北海道,札幌市西区,琴似2条1丁目1-10,011-614-0018,N.A.,http://www.ootoya.com/,レストラン,
ウインド・カー株式会社,063-0861,北海道,札幌市西区,八軒1条東4丁目1-79,011-611-0025,N.A.,http://windcar.jp/,リース・レンタル,
株式会社アースリンク,063-0803,北海道,札幌市西区,二十四軒3条4丁目6-9,011-633-0025,011-618-7201,http://www.e-link.co.jp/,総合・職別工事業,
株式会社メディウェルジャパンフレンドリィ,063-0846,北海道,札幌市西区,八軒6条西1丁目8-1,011-613-0025,011-613-0035,http://www.mediwel-japan.co.jp/,介護・福祉,
有限会社介護サービス輝キャビン札幌,063-0847,北海道,札幌市西区,八軒7条西4丁目1-16,011-623-0027,011-612-0092,http://www.kaigo-kagayaki.jp/,介護・福祉,
鈴谷総合治療院,063-0812,北海道,札幌市西区,琴似2条5丁目4-1,011-611-0027,011-562-2149,http://www.zensin.or.jp/,あん摩・はり・きゅう,
まごころ生き生きデイサービス,063-0869,北海道,札幌市西区,八軒9条東5丁目1-28,011-700-0028,011-700-3010,http://www.sajco.jp/,介護・福祉,
札幌西歯科クリニック,063-0826,北海道,札幌市西区,発寒6条12丁目6-8,011-664-0032,011-521-8885,http://www.home-dr.jp/,歯科系,
株式会社土屋ホームトピア,063-0834,北海道,札幌市西区,発寒十四条四丁目1番3号,011-666-0033,N.A.,http://www.hometopia.jp/,建設業・工務店,
丸三北栄商会,063-0849,北海道,札幌市西区,八軒9条西10丁目1-66,011-611-0035,011-643-5181,http://www.hokuei-s.co.jp/,販売・卸（食料品）,
札幌秀友会病院／秀友会在宅リハビリテーション,063-0834,北海道,札幌市西区,発寒14条12丁目2-22,011-676-0040,011-676-0040,http://www.shuyukai.or.jp/,外科系,
株式会社常口アトム／商業施設営業部／札幌西店,063-0812,北海道,札幌市西区,琴似2条2丁目1-10,011-623-0048,011-232-0021,http://www.jog-biz.com/,不動産・賃貸,
リアルドライブ,063-0845,北海道,札幌市西区,八軒5条西2丁目4-15,011-644-0055,011-644-0055,http://realdrive.jp/,アウトドア,
琴似・あかつき法律事務所,063-0811,北海道,札幌市西区,琴似1条6丁目4-3,011-624-0055,011-624-0056,http://akatuki-lo.jp/,士業・コンサルタント,
アイテス株式会社,063-0834,北海道,札幌市西区,発寒14条4丁目3-10,011-668-0061,011-668-0062,http://e-ites.com/,家電,
一休そばイオン札幌発寒SC店,063-0828,北海道,札幌市西区,発寒8条12丁目1-1,011-375-0066,N.A.,http://www.ikkyu-soba.co.jp/,そば・うどん,
公文式福井野教室,063-0012,北海道,札幌市西区,福井5丁目1-15,011-665-0066,N.A.,http://www.kumon.ne.jp/,塾・予備校,
株式会社ほりぞんとあーと,063-0830,北海道,札幌市西区,発寒10条14丁目1067-18,011-662-0071,011-662-0081,http://www.horizont-art.co.jp/,製造・加工（その他）,
うらんプラス発寒店,063-0828,北海道,札幌市西区,発寒8条12丁目1-1,011-375-0077,N.A.,http://www.urun.jp/,美容・コスメ,
はるな共同作業所,063-0814,北海道,札幌市西区,琴似4条7丁目1-47,011-641-0086,011-215-5392,http://harunakai.at-ninja.jp/,介護・福祉,
ハローパソコン教室イオン発寒校,063-0828,北海道,札幌市西区,発寒8条12丁目1-1,011-375-0086,011-375-0122,http://hello-pc.net/,資格,
宮の沢桃の花保育園,063-0053,北海道,札幌市西区,宮の沢3条3丁目9-3,011-662-0087,011-669-3987,http://www.momonohana.jp/,幼稚園・保育施設,
株式会社ベルデコミュニケーション,063-0812,北海道,札幌市西区,琴似2条4丁目1-24,011-616-0088,011-616-0099,http://www.bellde.com/,電話・通信,
株式会社鳥せい商事,N.A.,北海道,札幌市西区,西野3条5丁目,011-661-0098,N.A.,http://www.torisei.co.jp/,食料品,
ひまわり薬局,063-0061,北海道,札幌市西区,西町北19丁目1-10,011-667-0099,011-667-0034,http://www.p-himawari.co.jp/,薬,
株式会社ファクター・ナイン,063-0802,北海道,札幌市西区,二十四軒2条4丁目6-23,011-612-0099,011-615-2901,http://www.factor9.co.jp/,不動産,
株式会社トヨタレンタリース札幌／琴似駅前店,063-0811,北海道,札幌市西区,琴似1条2丁目6-2,011-615-0100,011-615-5866,http://www.toyotarentacar.net/,リース・レンタル,
株式会社トヨタレンタリース札幌／発寒13条下手稲通店,063-0833,北海道,札幌市西区,発寒13条14丁目1080-13,011-676-0100,011-661-1047,http://www.toyotarentacar.net/,リース・レンタル,
株式会社大万杉岡商店／西友西町店,063-0062,北海道,札幌市西区,西町南6丁目1-1,011-667-0100,N.A.,http://www.daiman-s.com/,制服・作業服,
甲子園／事務所,063-0062,北海道,札幌市西区,西町南8丁目1,011-661-0103,N.A.,http://www.koshien.co.jp/,屋内遊戯,
株式会社四季の旅,063-0823,北海道,札幌市西区,発寒3条6丁目10-25,011-590-0104,011-662-7778,https://www.4tabi.com/,旅行業・代理店,
東光ストア／ストア／西区／福井店,063-0012,北海道,札幌市西区,福井4丁目3-5,011-671-0109,011-671-7550,http://www.arcs-g.co.jp/,コンビニ・スーパー・デパート,
東光ストア／ストア／西区／平和店,063-0022,北海道,札幌市西区,平和2条1丁目1-1,011-663-0109,011-664-5570,http://www.arcs-g.co.jp/,コンビニ・スーパー・デパート,
株式会社アンカー,063-0802,北海道,札幌市西区,二十四軒2条7丁目1-19,011-631-0110,N.A.,http://www.anker.jp/,製造・加工（その他）,
スープカレーらび（lavi）琴似店,063-0814,北海道,札幌市西区,琴似4条1丁目1-1,011-614-0111,011-614-0111,http://www.011bros.com/,カレー,
つるやゴルフ札幌店,063-0061,北海道,札幌市西区,西町北5丁目1-7,011-666-0111,011-666-0023,http://www.tsuruyagolf.co.jp/,ゴルフ,
株式会社北祐,063-0832,北海道,札幌市西区,発寒12条2丁目8番30号,011-665-0111,011-664-2591,http://www.hokuyu-net.co.jp/,製造・加工（建築資材）,
明光義塾西野教室,063-0032,北海道,札幌市西区,西野2条2丁目5-11,011-676-0111,N.A.,http://www.meikogijuku.jp/,塾・予備校,
廣川株式会社,063-0803,北海道,札幌市西区,二十四軒三条1-1-33,011-632-0111,011-632-0188,https://hirokawa.holdings/,販売・卸（その他）,
森皮フ科医院,063-0811,北海道,札幌市西区,琴似1条4丁目4-20,011-644-0112,011-644-0127,http://www.skin.or.jp/,皮膚科・アレルギー科,
千秋庵製菓株式会社／西区／西野二股店,063-0037,北海道,札幌市西区,西野7条3丁目5-24,011-664-0112,011-219-2124,http://senshuan.co.jp/,お菓子・スイーツ,
アート引越センター札幌西支店,063-0051,北海道,札幌市西区,宮の沢1条2丁目10-3,011-668-0123,N.A.,https://www.the0123.com/,運送・貨物・倉庫,
アシスト札幌西社会保険労務士事務所,063-0811,北海道,札幌市西区,琴似1条4丁目4-20,011-644-0123,011-826-5337,http://www.assist-sr.jp/,士業・コンサルタント,
クリニークアンジェ牧山内科,063-0003,北海道,札幌市西区,山の手三条12-1-34,011-632-0123,N.A.,http://ange-yamanote.com/,医院・診療所・療養所,
医療法人社団萌生舎,063-0826,北海道,札幌市西区,発寒6条11-1-1新道北口ビル3階,011-666-0123,N.A.,http://www.miyanosawa-hinyoukika.com/,医院・診療所・療養所,
株式会社ケアサポート／介護付有料老人ホームケアサポート六条,063-0036,北海道,札幌市西区,西野6条7丁目1-1,011-663-0123,011-663-1110,http://hokkaido-cs.com/,介護・福祉,
株式会社北洋銀行／西区／西町支店,063-0062,北海道,札幌市西区,西町南8丁目2-37,011-661-0151,N.A.,http://www.hokuyobank.co.jp/,金融・郵貯・貸金,
札幌市立中学校／西野中学校,063-0038,北海道,札幌市西区,西野8条7丁目,011-664-0151,011-661-3563,http://www.nishino-j.sapporo-c.ed.jp/,小・中・高・大学等,
札幌市立小学校／西野第二小学校,063-0038,北海道,札幌市西区,西野8条7丁目,011-664-0152,011-661-9249,http://www.nishinodaini-e.sapporo-c.ed.jp/,小・中・高・大学等,
札幌市立小学校／八軒小学校,063-0844,北海道,札幌市西区,八軒4条西1丁目,011-642-0155,N.A.,http://www.hachiken-e.sapporo-c.ed.jp/,小・中・高・大学等,
有限会社日本医療情報サービス,063-0802,北海道,札幌市西区,二十四軒2条1丁目2-27-409,011-643-0158,011-643-8683,http://www.jamis1.com/,販売・卸（食料品）,
オリエンタル建設株式会社,063-0801,北海道,札幌市西区,二十四軒1条1丁目3,011-642-0161,011-612-6971,http://www.orsc.co.jp/,リフォーム,
株式会社北海道岡本鉄工所,063-0830,北海道,札幌市西区,発寒10条12丁目1-54,011-661-0161,N.A.,http://www.kuwabara-reinetsu.com/,設備工事業,
ソフトバンク琴似,063-0812,北海道,札幌市西区,琴似2条2丁目2-22-1F,011-614-0168,N.A.,http://www.softbank.jp/,電話・通信,
株式会社工成舎,063-0833,北海道,札幌市西区,発寒13条12-3-45,011-661-0181,011-661-0260,http://kouseisya.co.jp/,設備工事業,
株式会社北海道防疫サービス,063-0829,北海道,札幌市西区,発寒9条10-1-7,011-671-0181,011-671-0183,http://www.hpms.co.jp/,販売・卸（医薬・化粧品）,
金井建設工業株式会社,063-0870,北海道,札幌市西区,八軒10条東3-7-15,011-726-0181,011-726-0182,http://www.kanaikensetu.co.jp/,総合・職別工事業,
株式会社加藤ラーメン札幌営業所,063-0834,北海道,札幌市西区,発寒14条5丁目1-3,011-667-0192,011-667-0193,http://kato-ramen.com/,製造・加工（食料品）,
大下防災工業株式会社,063-0814,北海道,札幌市西区,琴似4条4-1-18タカヤビル2F,011-631-0192,011-631-8109,http://www.bouka.com/,水道・ガス・電力,
有限会社札幌すこやか介護サービスグループホームすこやか,063-0826,北海道,札幌市西区,発寒6条13丁目10-22,011-668-0200,011-668-5152,http://www.kaigo-sukoyaka.co.jp/,介護・福祉,
北陸銀行／琴似支店,063-0002,北海道,札幌市西区,山の手2条1丁目5-1,011-611-0201,N.A.,http://www.hokugin.co.jp/,金融・郵貯・貸金,
ポプラ動物病院,063-0828,北海道,札幌市西区,発寒8条12丁目1,011-375-0202,011-375-0202,http://www.poplar-ah.com/,動物病院・獣医師,
日本一イオン発寒店,063-0828,北海道,札幌市西区,発寒8条12丁目1-1,011-668-0202,04-7124-8777,http://www.nihonichi.jp/,肉料理,
協栄工業株式会社,063-0061,北海道,札幌市西区,西町北7-1-15,011-661-0203,011-661-4054,http://kyoeikk.net/,建設業・工務店,
札幌西郵便局／郵便配達,063-0005,北海道,札幌市西区,山の手5条1丁目3-1,011-614-0223,N.A.,http://www.post.japanpost.jp/,金融・郵貯・貸金,
いろはにほへと／琴似店,063-0812,北海道,札幌市西区,琴似2条3丁目1-6,011-633-0231,N.A.,http://www.umai-iroha.jp/,飲み屋,
札幌第一清掃株式会社,N.A.,北海道,札幌市西区,発寒10条12丁目1番1号,011-665-0231,011-665-0231,http://www.daiichiseisou.co.jp/,その他サービス,
洞田内科クリニック,063-0841,北海道,札幌市西区,八軒一条西1-2-10ザ・タワープレイス2F,011-632-0255,N.A.,http://www.myclinic.ne.jp/,医院・診療所・療養所,
有限会社ひぐまや,063-0036,北海道,札幌市西区,西野6条7丁目7-3,011-664-0261,011-664-1265,http://www.kensyokuya.com/,食料品,
有限会社トーホーエンジニアリング,063-0001,北海道,札幌市西区,山の手1条10丁目4-22,011-616-0270,011-616-0270,http://www.toho-engineering.jp/,総合・職別工事業,
テーブルマーク株式会社,063-0803,北海道,札幌市西区,二十四軒三条1-1-31,011-622-0271,011-622-0273,http://www.tablemark.co.jp/,食料品,
有限会社アマンドール,063-0012,北海道,札幌市西区,福井5-19-19,011-662-0273,011-662-0273,http://www.amandore.jp/,食料品,
